ID,Status,Condition,District,Area,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,Views,PerSq,PREDICTION,Difference
8922854,old,oldRenov,chugureti,50,2,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,111,550,803,253
8912328,new,white,varketili,720,432,0,1,127,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,241,550,392,158
8874634,new,black,didDigomi,56,2,1,1,4,12,10,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1032,550,562,12
8863781,old,oldRenov,sandzona,100,4,3,1,13,14,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,215,550,553,3
8821860,new,white,didDigomi,114,4,3,2,6,8,8,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,277,550,494,56
8817965,old,oldRenov,saburtalo,159,6,3,2,4,4,40,0,25,1,1,1,1,1,1,1,0,0,0,1,0,0,211,550,535,15
8801347,new,white,didDigomi,84,3,2,1,5,14,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,496,550,551,1
8951991,WIP,white,saburtalo,53,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,551,633,82
8939418,new,white,vazisubani,39,2,1,1,6,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,90,551,536,15
8936129,new,white,didDigomi,47,2,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,551,541,10
8901385,old,newRenov,didDigomi,105,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,287,552,559,7
8927515,old,oldRenov,varketili,38,1,1,1,2,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,334,553,529,24
8918568,old,newRenov,temqa,150,5,4,1,2,5,12,0,30,1,1,1,1,1,1,0,1,0,0,1,1,1,103,553,510,43
8918482,old,newRenov,temqa,150,5,4,1,2,5,12,0,30,1,1,1,1,1,1,0,1,0,0,1,1,0,82,553,480,73
8931750,old,oldRenov,isani,54,3,2,2,1,8,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,113,554,580,26
8949724,old,oldRenov,gldani,45,1,1,1,15,16,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,78,556,621,65
8937766,old,oldRenov,temqa,63,2,2,3,3,8,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,144,556,550,6
8932597,old,oldRenov,didDigomi,108,3,2,2,1,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,61,556,532,24
8924483,old,newRenov,nucubidze,90,2,1,2,15,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,149,556,705,149
8916678,old,newRenov,vazisubani,72,2,1,1,8,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,299,556,551,5
8913404,new,newRenov,varketili,45,2,1,1,6,9,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,725,556,680,124
8892302,old,newRenov,nucubidze,63,2,1,1,1,16,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,226,556,760,204
8866308,old,oldRenov,temqa,72,7,1,2,2,9,2,0,10,1,1,1,1,1,0,0,1,1,0,1,1,0,257,556,497,59
8731166,old,newRenov,nadzaladevi,135,3,2,1,3,5,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,249,556,581,25
8954233,old,oldRenov,muxiani,70,3,2,1,2,8,6,0,8,1,0,1,1,1,1,0,0,1,0,1,1,0,41,557,519,38
8928799,old,oldRenov,isani,70,3,2,2,9,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,118,557,577,20
8944449,new,white,nadzaladevi,77,3,2,1,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,558,638,80
8824914,old,oldRenov,gldani,52,1,1,1,4,9,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,709,558,543,15
8785275,new,newRenov,saburtalo,103,4,1,1,1,11,4,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1380,558,852,294
8937803,old,oldRenov,isani,56,2,1,2,4,8,10,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,62,559,567,8
8810165,old,oldRenov,didDigomi,68,2,1,1,7,16,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,315,559,574,15
8933373,old,oldRenov,didube,50,3,1,2,3,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,240,560,573,13
8932858,new,newRenov,samgori,75,3,2,1,6,8,12,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,130,560,649,89
8930543,old,oldRenov,didDigomi,116,4,3,2,3,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,171,560,544,16
8924711,old,newRenov,gldani,100,4,3,3,1,9,0,0,18,1,1,1,1,1,1,0,0,0,0,1,1,0,83,560,545,15
8895321,new,newRenov,samgori,42,2,1,1,6,9,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,167,560,653,93
8832088,new,white,didDigomi,50,2,1,1,7,8,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,413,560,572,12
8766166,old,oldRenov,nadzaladevi,90,3,2,1,7,9,3,0,8,1,0,1,1,1,1,0,0,1,0,1,1,0,379,560,569,9
8926834,new,white,didDigomi,61,3,2,1,4,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,137,561,557,4
8953333,new,white,didDigomi,48,2,1,1,8,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34,563,530,33
8948884,old,oldRenov,temqa,71,3,2,1,4,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,56,563,451,112
8932571,new,white,didDigomi,60,3,2,1,7,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,563,554,9
8931971,old,newRenov,vazisubani,80,3,2,1,8,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,56,563,561,2
8821737,old,oldRenov,digmisMas,96,3,2,2,14,16,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,621,563,693,130
8937149,old,oldRenov,muxiani,117,4,3,1,2,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,174,564,556,8
8808291,old,newRenov,didDigomi,78,3,2,1,14,16,3,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,568,564,598,34
8676393,new,white,didDigomi,47,3,2,1,9,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,748,564,561,3
8929770,new,white,vazisubani,92,3,2,1,6,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,112,565,544,21
8857164,old,newRenov,ortawala,85,3,2,1,5,8,3,0,14,1,1,1,1,1,1,0,1,1,0,1,1,0,474,565,677,112
8785217,new,white,nadzaladevi,143,5,3,2,3,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,476,566,617,51
8776571,old,oldRenov,saburtalo,120,3,2,2,11,16,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,395,567,735,168
8624723,new,newRenov,varketili,60,3,2,1,5,6,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1445,567,618,51
8944617,old,oldRenov,gldani,61,2,1,1,2,9,0,0,7,1,0,1,1,1,1,0,1,1,0,1,1,1,84,569,574,5
8955281,new,newRenov,didDigomi,114,4,3,1,3,4,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,44,570,685,115
8946560,old,oldRenov,digmisMas,93,4,2,1,6,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,45,570,624,54
8714944,new,newRenov,didDigomi,100,4,3,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,434,570,671,101
8958002,new,black,varketili,70,3,2,1,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,571,505,66
8950995,old,newRenov,gldani,56,2,1,1,9,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,55,571,607,36
8945632,old,newRenov,didube,70,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,44,571,685,114
8876102,old,newRenov,nadzaladevi,70,3,2,1,1,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,273,571,631,60
8767250,old,oldRenov,gldani,70,2,1,1,6,14,5,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,659,571,562,9
8947619,old,newRenov,nadzaladevi,75,3,2,1,4,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,222,573,670,97
8900620,new,newRenov,varketili,48,2,1,1,8,12,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,722,573,659,86
8601672,old,oldRenov,didDigomi,110,3,3,3,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,3521,573,573,0
8643831,new,black,saburtalo,65,2,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,575,698,123
8937827,old,newRenov,temqa,70,2,2,2,2,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,70,576,583,7
8943490,new,white,didDigomi,52,2,0,1,5,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,73,577,551,26
8934414,old,oldRenov,digmisMas,78,3,2,1,5,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,160,577,621,44
8946923,old,oldRenov,vazisubani,64,2,1,1,2,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,63,578,508,70
8942717,new,newRenov,varketili,45,2,1,1,1,8,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,79,578,635,57
8927112,new,white,didDigomi,45,2,1,2,9,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,578,603,25
8924931,old,oldRenov,nucubidze,41,2,1,1,8,9,4,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,251,578,638,60
8852103,new,black,didDigomi,54,2,1,1,5,15,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,294,578,556,22
8760714,old,oldRenov,saburtalo,147,5,4,1,1,8,0,0,25,1,1,1,1,1,1,0,0,0,0,1,0,0,318,578,600,22
8940847,old,newRenov,vazisubani,62,3,2,1,2,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,81,579,549,30
8903856,old,newRenov,varketili,70,3,2,2,5,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,549,579,589,10
8939810,old,newRenov,samgori,50,2,1,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,34,580,598,18
8932246,old,newRenov,varketili,75,2,2,1,3,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,94,580,657,77
8924766,old,newRenov,saburtalo,136,5,3,1,16,16,5,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,143,580,768,188
8905516,new,white,didDigomi,110,4,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,580,543,37
8879450,new,white,didDigomi,110,3,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183,580,542,38
8945136,old,newRenov,gldani,62,3,2,2,2,9,2,0,8,1,0,1,1,1,1,0,1,1,0,1,1,1,133,581,614,33
8780830,old,newRenov,muxiani,72,3,2,2,6,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,344,581,570,11
8932922,old,newRenov,gldani,55,2,1,1,5,10,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,179,582,574,8
8931357,new,white,didDigomi,110,4,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,582,545,37
8918286,new,newRenov,didDigomi,55,2,1,1,9,9,0,10,0,1,1,0,1,1,1,0,0,1,1,0,0,0,660,582,664,82
8939420,old,newRenov,chugureti,60,2,1,2,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,88,583,807,224
8914748,old,oldRenov,didube,120,4,2,1,7,8,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,206,583,657,74
8906852,new,black,ortawala,96,3,2,1,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,583,620,37
8822824,old,oldRenov,chugureti,60,2,1,2,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,477,583,772,189
8772015,new,black,ortawala,96,3,2,2,11,13,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,823,583,620,37
8442092,new,black,ortawala,81,3,0,1,3,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1684,583,630,47
8957338,old,oldRenov,varketili,101,5,4,3,8,9,10,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,45,584,545,39
8947676,old,newRenov,varketili,80,4,3,1,4,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,124,584,596,12
8958185,old,newRenov,sandzona,123,3,2,1,8,8,0,40,0,1,1,1,1,1,1,0,1,1,0,1,1,0,23,585,571,14
8955356,old,oldRenov,gldani,65,2,1,2,8,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,43,585,588,3
8949325,new,white,didDigomi,47,2,1,2,8,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,286,585,634,49
8927095,old,oldRenov,gldani,68,2,2,1,1,9,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,101,585,522,63
8898926,old,oldRenov,saburtalo,135,5,3,1,16,17,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,345,585,728,143
8945447,old,oldRenov,nadzaladevi,70,3,2,1,14,16,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,89,586,660,74
8931510,old,oldRenov,temqa,35,1,0,1,5,8,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,119,586,554,32
7610219,new,newRenov,nadzaladevi,58,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7693,586,649,63
8898195,new,white,varketili,112,4,3,2,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,116,587,466,121
8885293,new,newRenov,vaja,46,1,1,1,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,436,587,918,331
8940434,new,newRenov,sandzona,143,5,4,2,4,16,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,28,588,686,98
8923090,old,oldRenov,didDigomi,102,3,2,2,10,16,7,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,56,588,607,19
8922086,old,oldRenov,isani,85,3,2,1,8,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,176,588,630,42
8893870,old,oldRenov,varketili,80,3,2,1,7,9,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,186,588,521,67
8689630,new,black,didDigomi,51,2,1,1,10,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2833,588,500,88
8950797,old,oldRenov,nucubidze,90,3,2,2,6,16,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,119,589,684,95
8939658,old,oldRenov,gldani,73,2,1,1,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,72,589,561,28
8850476,old,oldRenov,didDigomi,56,2,1,1,10,15,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,547,589,580,9
8951868,new,white,vazisubani,51,2,1,1,12,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,50,590,576,14
8935257,old,oldRenov,chugureti,42,3,2,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,189,590,821,231
8646795,old,oldRenov,didDigomi,72,3,2,3,12,16,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1344,590,603,13
8580454,old,oldRenov,chugureti,67,3,2,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1000,590,785,195
8941264,old,oldRenov,muxiani,110,4,3,1,3,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,100,591,540,51
8931707,old,newRenov,varketili,66,3,2,1,4,9,0,0,8,1,0,1,1,1,1,0,1,1,0,1,1,0,107,591,581,10
8929691,old,newRenov,isani,110,4,2,2,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,81,591,616,25
8940247,old,newRenov,varketili,76,3,2,2,6,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,123,592,588,4
8680108,old,oldRenov,digmisMas,120,3,2,1,3,5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,540,592,591,1
8931482,new,white,didDigomi,81,3,2,2,5,8,12,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,80,593,579,14
8910922,new,newRenov,didDigomi,59,3,2,1,5,9,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,535,593,663,70
8948376,old,newRenov,nucubidze,96,3,2,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,68,594,700,106
8784353,old,newRenov,vazisubani,100,4,3,2,8,9,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,249,594,619,25
8758216,old,newRenov,didube,42,1,1,1,1,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,727,595,698,103
8924758,old,newRenov,saburtalo,134,4,2,1,7,9,9,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,190,596,749,153
8915523,new,white,saburtalo,104,8,2,1,4,8,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,397,596,751,155
8910016,old,newRenov,varketili,52,2,1,1,1,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,276,596,559,37
8927104,new,white,didDigomi,45,2,1,2,9,13,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,156,598,590,8
8933570,old,oldRenov,gldani,71,4,2,1,9,9,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,66,599,488,111
8955959,new,white,vashlidzvari,52,2,1,1,5,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,600,589,11
8953452,old,oldRenov,chugureti,50,3,2,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,151,600,776,176
8952008,WIP,white,saburtalo,58,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,600,648,48
8948506,new,black,ortawala,55,2,1,1,16,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,92,600,599,1
8940189,new,newRenov,didDigomi,60,3,2,1,1,3,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,140,600,607,7
8935532,new,white,varketili,35,2,1,1,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,600,592,8
8932581,new,white,didDigomi,35,1,1,1,8,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119,600,574,26
8931823,old,oldRenov,isani,65,2,1,1,1,8,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,70,600,573,27
8930874,old,oldRenov,digmisMas,75,3,2,1,5,5,0,0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,153,600,619,19
8927305,old,newRenov,saburtalo,80,1,1,1,8,2,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,76,600,768,168
8900347,new,white,didDigomi,50,2,2,1,4,14,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,255,600,596,4
8893266,old,newRenov,varketili,60,2,1,2,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,115,600,550,50
8873761,old,oldRenov,digmisMas,70,3,2,1,11,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,500,600,712,112
8692548,old,oldRenov,saburtalo,100,3,2,1,6,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,2014,600,746,146
8625521,new,black,didDigomi,45,2,1,1,7,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1393,600,558,42
8959381,new,newRenov,varketili,58,2,1,1,5,6,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,43,603,649,46
8951947,new,oldRenov,didDigomi,68,3,2,1,1,10,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,26,603,633,30
8949078,new,newRenov,didDigomi,68,3,2,1,1,10,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,43,603,693,90
8805212,new,white,saburtalo,61,2,1,1,1,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1440,603,750,147
8929609,old,oldRenov,digmisMas,91,3,2,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,88,604,596,8
8541129,old,oldRenov,chugureti,91,4,3,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,792,604,800,196
8955355,old,oldRenov,sandzona,38,1,1,1,5,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,36,605,570,35
8872132,old,newRenov,muxiani,37,2,1,1,8,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,399,605,595,10
8957887,new,white,saburtalo,33,2,1,1,1,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,25,606,779,173
8948132,new,newRenov,saburtalo,265,4,3,1,10,10,15,140,0,1,1,1,1,1,1,0,1,1,0,0,1,1,85,606,741,135
8758208,old,oldRenov,didube,33,1,1,1,1,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,951,606,654,48
8951993,old,newRenov,didube,61,2,1,1,1,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,57,607,763,156
8924613,old,newRenov,nadzaladevi,140,5,3,1,5,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,115,607,594,13
8515672,old,oldRenov,didube,140,4,3,1,7,8,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,591,607,678,71
8945040,old,newRenov,didube,60,2,1,1,2,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,330,608,738,130
8931507,old,oldRenov,chugureti,120,4,0,1,2,2,10,10,15,1,1,1,1,1,1,1,1,0,0,1,1,0,74,608,680,72
8840381,new,white,didDigomi,51,2,1,1,1,17,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,328,608,697,89
8954437,old,newRenov,temqa,46,2,1,1,4,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,68,609,536,73
8922662,old,oldRenov,digmisMas,92,3,2,2,14,16,0,0,8,1,0,0,1,1,1,0,1,0,0,0,1,0,241,609,738,129
8920971,old,newRenov,muxiani,64,2,1,1,7,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,107,609,589,20
8772188,old,oldRenov,temqa,50,2,1,1,4,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1314,610,485,125
8926211,old,oldRenov,varketili,38,1,0,1,8,8,7,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,92,611,564,47
8950395,old,oldRenov,varketili,49,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,55,612,552,60
8936726,old,oldRenov,sandzona,85,3,2,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,64,612,600,12
8879392,old,oldRenov,isani,98,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,466,612,610,2
8684929,old,oldRenov,didube,106,5,3,1,2,9,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1132,613,725,112
8653625,new,newRenov,gldani,80,3,2,1,10,10,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,435,613,723,110
8709358,old,oldRenov,sandzona,83,3,2,1,5,8,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,359,614,564,50
8945440,new,newRenov,didDigomi,60,3,2,1,3,13,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,179,615,699,84
8940860,new,newRenov,didDigomi,78,3,2,1,3,10,10,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,893,615,637,22
8938899,old,oldRenov,muxiani,47,1,1,2,9,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,62,617,551,66
8898879,new,white,didDigomi,47,2,2,1,8,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,253,617,618,1
8850673,old,oldRenov,chugureti,106,3,2,3,3,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,208,617,840,223
8802472,old,newRenov,didube,115,4,2,1,1,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,248,617,628,11
8546588,new,black,didDigomi,45,2,1,1,4,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,678,618,548,70
8950290,old,oldRenov,didube,67,2,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43,619,589,30
8851754,new,newRenov,saburtalo,146,3,2,2,7,8,20,40,0,1,0,1,1,1,1,1,1,1,0,0,1,1,383,619,827,208
8546599,new,newRenov,didDigomi,41,2,1,1,4,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1265,620,667,47
8905606,old,newRenov,varketili,62,3,2,1,9,9,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,161,621,613,8
8820374,new,white,didDigomi,58,3,2,1,12,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,171,621,579,42
8948619,old,newRenov,saburtalo,74,2,1,1,6,6,0,22,0,1,0,0,1,1,0,0,1,0,0,0,0,0,87,622,780,158
8926695,new,newRenov,didDigomi,45,2,1,1,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,68,622,646,24
8923776,new,newRenov,didDigomi,54,2,1,1,3,11,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,261,622,705,83
8474650,old,oldRenov,didDigomi,74,2,1,2,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,985,622,571,51
6049531,old,newRenov,gldani,99,4,2,2,7,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,21694,622,508,114
8932863,old,oldRenov,didube,120,4,2,1,2,3,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,51,623,659,36
8854831,old,newRenov,varketili,69,3,2,2,14,16,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,402,623,630,7
8838689,new,newRenov,didDigomi,53,2,1,1,5,10,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1627,623,674,51
8955960,new,newRenov,varketili,105,4,3,2,7,10,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,48,624,650,26
8955345,old,newRenov,varketili,36,1,0,1,4,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,71,625,640,15
8954939,old,newRenov,sandzona,80,3,2,1,11,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,32,625,639,14
8950959,old,newRenov,samgori,40,1,0,1,7,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,120,625,655,30
8940333,new,white,saburtalo,88,4,3,1,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,82,625,728,103
8932956,new,newRenov,didDigomi,200,6,3,2,4,5,5,53,0,1,1,1,1,1,1,0,1,1,0,0,1,0,110,625,628,3
8927318,new,white,didDigomi,48,2,1,1,14,15,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,198,625,647,22
8924915,new,black,ortawala,96,3,2,1,8,12,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,49,625,676,51
8924482,new,newRenov,muxiani,64,2,1,1,8,10,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,100,625,681,56
8906591,old,newRenov,nucubidze,80,3,2,1,14,16,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,650,625,789,164
