Status,Condition,District,Area,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,newRenov,saburtalo,53,3,2,1,6,7,6,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1170
new,newRenov,saburtalo,48,2,1,1,3,9,3,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1167
new,newRenov,saburtalo,52,2,1,1,3,12,6,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1154
new,newRenov,saburtalo,41,2,1,1,7,11,2,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1146
new,newRenov,saburtalo,70,2,1,1,6,7,10,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1141
new,newRenov,saburtalo,110,4,3,2,7,8,10,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1136
new,newRenov,saburtalo,110,3,2,2,9,14,10,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1136
new,newRenov,saburtalo,62,2,1,1,8,18,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1129
new,newRenov,saburtalo,101,3,2,1,8,11,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1129
new,newRenov,saburtalo,120,4,3,2,13,14,5,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1125
new,newRenov,saburtalo,240,5,3,3,5,6,6,20,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1125
new,newRenov,saburtalo,98,3,2,1,5,10,8,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1112
new,newRenov,saburtalo,44,2,1,1,6,10,3,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1111
new,newRenov,saburtalo,45,2,1,1,5,13,3,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1109
new,newRenov,saburtalo,112,4,3,2,16,19,12,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1107
new,newRenov,saburtalo,82,3,2,1,2,11,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1096
new,newRenov,saburtalo,64,2,1,1,8,18,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1094
new,newRenov,saburtalo,55,3,2,2,2,10,6,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1091
new,newRenov,saburtalo,57,3,2,1,2,9,3,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1086
new,newRenov,saburtalo,60,3,2,1,5,10,8,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1083
new,newRenov,saburtalo,67,3,2,1,3,10,7,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1075
new,newRenov,saburtalo,93,4,3,1,1,5,4,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1072
new,newRenov,saburtalo,60,2,1,1,2,13,6,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1067
new,newRenov,saburtalo,108,3,2,2,10,10,0,18,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1065
new,newRenov,saburtalo,64,2,1,1,8,14,6,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1063
new,newRenov,saburtalo,73,3,2,1,13,15,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1055
new,newRenov,saburtalo,140,4,3,3,4,9,12,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1051
new,newRenov,saburtalo,105,2,1,1,4,4,8,12,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1048
new,newRenov,saburtalo,220,5,4,2,5,6,20,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1045
new,newRenov,saburtalo,56,2,1,1,5,13,3,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1034
new,newRenov,saburtalo,60,2,1,1,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032
new,newRenov,saburtalo,68,3,2,1,5,14,3,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1029
new,newRenov,saburtalo,108,3,2,2,9,10,0,18,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1025
new,newRenov,saburtalo,98,3,2,1,9,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1020
new,newRenov,saburtalo,58,3,2,1,3,12,4,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1007
new,newRenov,saburtalo,43,2,1,1,9,11,4,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1000
new,newRenov,saburtalo,145,3,2,2,9,12,12,10,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1000
new,newRenov,saburtalo,80,3,2,1,3,5,7,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1000
new,newRenov,saburtalo,108,3,0,1,4,6,9,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1000
new,newRenov,saburtalo,108,3,2,1,4,7,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,990
new,newRenov,saburtalo,61,2,1,1,14,17,4,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,982
new,newRenov,saburtalo,46,2,1,1,4,14,3,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,978
new,newRenov,saburtalo,225,5,3,3,9,9,0,30,0,1,1,1,1,1,1,0,0,1,0,0,0,1,973
new,newRenov,saburtalo,140,4,3,2,4,7,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,964
new,newRenov,saburtalo,130,3,2,2,3,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,954
new,newRenov,saburtalo,111,3,2,2,10,12,8,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,950
new,newRenov,saburtalo,70,3,2,1,2,5,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,929
new,newRenov,saburtalo,83,2,1,1,6,12,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,928
new,newRenov,saburtalo,60,3,2,2,5,7,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,917
new,newRenov,saburtalo,83,3,2,1,8,13,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,916
new,newRenov,saburtalo,68,3,2,1,4,7,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,900
new,newRenov,saburtalo,150,5,3,2,2,18,17,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,900
new,newRenov,saburtalo,83,3,2,2,1,7,4,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,898
new,newRenov,saburtalo,130,4,3,2,6,16,10,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,885
new,newRenov,saburtalo,110,4,3,1,14,14,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,882
new,newRenov,saburtalo,100,4,2,1,2,14,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,880
new,newRenov,saburtalo,62,3,2,1,3,12,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,871
new,newRenov,saburtalo,200,5,4,3,10,11,15,10,0,1,1,1,1,1,1,1,1,1,0,1,1,1,850
new,newRenov,saburtalo,132,4,2,2,6,10,12,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,840
new,newRenov,saburtalo,200,5,3,1,7,9,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,819
new,newRenov,saburtalo,135,5,3,2,7,16,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,806
new,newRenov,saburtalo,107,3,2,1,2,12,10,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,804
new,newRenov,saburtalo,55,2,1,1,6,11,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,800
new,newRenov,saburtalo,200,5,3,2,5,5,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,800
new,newRenov,saburtalo,134,4,0,2,4,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,746
new,newRenov,saburtalo,178,4,3,2,11,15,15,15,0,1,1,1,1,1,1,0,1,1,1,1,1,1,741
new,newRenov,saburtalo,62,2,1,1,6,6,10,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,694
new,newRenov,saburtalo,100,3,2,1,1,16,4,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,640
old,newRenov,gldani,42,3,2,1,1,4,7,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,810
old,newRenov,gldani,17,1,1,2,4,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,712
old,newRenov,gldani,100,3,2,2,2,14,8,0,12,1,0,0,1,1,1,0,1,0,0,1,1,1,700
old,newRenov,gldani,63,3,2,2,5,9,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,697
old,newRenov,gldani,80,3,2,1,6,9,3,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,625
old,newRenov,gldani,45,1,1,2,1,9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,611
old,newRenov,gldani,75,3,2,3,4,9,3,0,12,1,1,1,1,1,1,0,1,1,0,0,0,0,591
old,newRenov,gldani,77,2,1,1,2,9,3,0,12,1,1,0,1,1,1,0,1,1,0,1,1,0,586
old,newRenov,gldani,57,1,1,1,7,9,3,0,6,0,1,0,1,1,1,0,1,1,1,1,1,0,526
old,newRenov,gldani,90,3,2,3,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,511
old,newRenov,gldani,99,3,2,1,9,9,20,0,50,1,1,1,1,1,1,0,1,1,0,1,0,0,485
old,newRenov,gldani,130,2,1,3,1,9,9,0,12,1,1,1,1,1,1,0,1,0,0,1,1,1,462
old,newRenov,gldani,86,1,0,1,1,2,6,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,442
old,newRenov,gldani,105,4,2,1,2,4,0,0,30,1,1,1,0,1,1,0,1,1,0,1,0,0,400
old,newRenov,didiDigomi,85,4,3,1,1,15,0,0,8,1,0,1,1,1,1,0,0,1,0,0,0,0,800
old,newRenov,didiDigomi,62,2,1,1,7,15,8,0,8,1,0,1,1,1,1,0,1,1,1,1,1,0,742
old,newRenov,didiDigomi,94,3,2,2,7,15,10,0,15,1,0,1,1,1,1,0,0,1,1,0,0,0,670
old,newRenov,didiDigomi,66,3,2,1,2,16,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,583
old,newRenov,didiDigomi,80,3,2,0,14,16,3,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,550
old,newRenov,didiDigomi,80,3,2,1,14,16,3,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,550
old,newRenov,didiDigomi,85,3,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,498
old,newRenov,digmisMas,51,1,0,1,8,9,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1078
old,newRenov,digmisMas,97,4,2,2,7,8,3,0,15,1,1,0,1,1,1,1,0,1,0,1,1,1,803
old,newRenov,digmisMas,75,3,2,1,2,5,0,0,17,1,1,0,1,1,1,0,0,0,0,0,0,0,789
old,newRenov,digmisMas,101,4,3,2,6,14,12,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,752
old,newRenov,digmisMas,35,1,1,1,1,5,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,743
old,newRenov,digmisMas,111,5,3,1,4,8,6,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,721
old,newRenov,digmisMas,63,3,2,1,4,5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,683
old,newRenov,digmisMas,64,2,1,1,6,6,0,20,0,1,0,0,1,1,1,0,1,0,0,0,0,1,597
old,newRenov,vake,135,4,2,2,3,7,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1481
old,newRenov,vake,60,2,1,1,2,5,2,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1463
old,newRenov,vake,130,4,3,2,5,12,7,0,40,1,0,0,1,1,1,0,0,1,1,0,1,0,1115
old,newRenov,vake,22,1,1,1,1,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1068
old,newRenov,vake,110,3,2,2,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1042
old,newRenov,vake,195,3,2,2,5,5,5,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1000
old,newRenov,vake,95,3,2,1,1,14,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,944
old,newRenov,vake,140,4,2,2,2,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,929
old,newRenov,vake,100,3,2,2,7,7,16,0,12,1,1,1,1,1,1,0,0,1,0,1,1,1,850
old,newRenov,varketili,60,3,2,1,9,9,0,0,9,1,0,0,1,1,1,0,0,0,0,1,1,1,650
old,newRenov,varketili,66,3,2,1,4,9,0,0,7,1,0,1,1,1,1,0,0,1,0,1,1,0,579
old,newRenov,varketili,60,2,1,1,1,9,0,0,60,1,0,1,1,1,1,0,1,1,0,1,0,0,533
old,newRenov,varketili,86,3,2,3,8,9,5,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,529
old,newRenov,varketili,72,2,1,1,11,16,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,528
old,newRenov,varketili,110,5,3,2,4,9,13,7,0,1,1,1,1,1,1,0,0,1,0,1,1,1,409
old,newRenov,saburtalo,42,2,1,1,1,12,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1476
old,newRenov,saburtalo,100,3,2,1,5,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1127
old,newRenov,saburtalo,37,2,1,1,6,7,3,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1124
old,newRenov,saburtalo,37,2,1,1,6,7,3,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1124
old,newRenov,saburtalo,90,3,2,1,12,18,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1111
old,newRenov,saburtalo,65,3,2,2,6,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1108
old,newRenov,saburtalo,110,3,2,2,3,18,8,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1100
old,newRenov,saburtalo,105,4,0,2,12,15,4,0,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1010
old,newRenov,saburtalo,120,3,2,1,3,5,8,0,20,1,1,1,1,1,1,1,1,0,0,1,1,0,1000
old,newRenov,saburtalo,38,2,1,1,6,8,3,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1000
old,newRenov,saburtalo,140,7,3,2,4,5,18,5,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1000
old,newRenov,saburtalo,58,2,1,1,7,8,3,0,10,0,0,0,0,1,1,0,0,1,0,0,0,0,1000
old,newRenov,saburtalo,103,4,3,1,3,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1000
old,newRenov,saburtalo,80,3,2,1,7,8,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1000
old,newRenov,saburtalo,75,3,2,2,5,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,973
old,newRenov,saburtalo,63,3,2,1,5,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,968
old,newRenov,saburtalo,55,2,1,1,3,8,6,0,4,1,1,1,1,1,1,0,1,1,0,0,1,1,964
old,newRenov,saburtalo,19,1,1,1,5,7,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,947
old,newRenov,saburtalo,60,3,2,1,4,4,3,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,935
old,newRenov,saburtalo,40,2,1,1,4,7,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,925
old,newRenov,saburtalo,26,1,1,1,4,7,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,923
old,newRenov,saburtalo,60,2,0,2,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,917
old,newRenov,saburtalo,36,2,1,2,4,7,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,903
old,newRenov,saburtalo,33,2,1,1,3,5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,894
old,newRenov,saburtalo,28,1,0,1,3,5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,893
old,newRenov,saburtalo,80,3,2,2,3,6,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,886
old,newRenov,saburtalo,82,4,2,2,3,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,866
old,newRenov,saburtalo,175,5,4,1,8,9,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,857
old,newRenov,saburtalo,90,3,2,1,16,16,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,833
old,newRenov,saburtalo,120,4,2,1,3,8,8,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,833
old,newRenov,saburtalo,120,3,2,2,4,8,4,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,833
old,newRenov,saburtalo,60,2,1,2,5,5,3,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,827
old,newRenov,saburtalo,65,2,2,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,823
old,newRenov,saburtalo,74,3,2,1,3,5,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,811
old,newRenov,saburtalo,93,3,2,1,3,8,10,0,14,1,1,1,1,1,1,0,0,1,0,0,0,0,804
old,newRenov,saburtalo,145,4,3,2,4,9,10,0,18,1,0,1,1,1,1,0,1,1,0,0,0,0,793
old,newRenov,saburtalo,100,3,2,1,3,9,5,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,780
old,newRenov,saburtalo,90,3,2,1,13,16,10,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,780
old,newRenov,saburtalo,58,1,1,1,7,8,0,20,0,1,0,0,1,1,1,1,1,1,0,0,1,0,776
old,newRenov,saburtalo,51,3,2,1,2,3,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,743
old,newRenov,saburtalo,80,3,2,1,6,6,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,700
old,newRenov,saburtalo,49,2,1,2,11,11,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,684
old,newRenov,saburtalo,250,10,3,3,5,5,20,0,18,1,1,1,1,1,1,1,0,0,0,1,1,1,640
old,newRenov,saburtalo,129,4,3,1,1,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,504
new,oldRenov,didiDigomi,48,2,1,1,8,8,3,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,625
new,oldRenov,digmisMas,50,2,0,3,5,6,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,700
new,oldRenov,digmisMas,100,4,2,1,6,6,3,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,570
old,oldRenov,gldani,47,2,1,1,12,16,0,0,15,1,0,1,1,1,1,0,1,1,1,1,0,0,670
old,oldRenov,gldani,67,3,2,1,1,10,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,667
old,oldRenov,gldani,38,2,1,2,3,5,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,566
old,oldRenov,gldani,62,2,1,1,6,8,4,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,565
old,oldRenov,gldani,67,2,2,2,2,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,552
old,oldRenov,gldani,60,2,1,1,2,9,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,550
old,oldRenov,gldani,90,3,2,2,3,9,3,0,15,1,1,1,1,1,1,0,1,1,0,1,0,0,506
old,oldRenov,gldani,104,4,3,2,7,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,500
old,oldRenov,gldani,75,3,2,2,7,9,2,0,4,1,0,1,1,1,1,0,0,0,0,1,1,0,500
old,oldRenov,gldani,78,3,2,2,2,9,3,0,12,1,1,0,1,1,1,0,0,0,0,0,0,0,487
old,oldRenov,gldani,80,3,2,1,9,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,475
old,oldRenov,gldani,76,3,2,2,8,9,0,0,10,1,1,1,1,1,1,0,0,1,0,1,1,0,470
old,oldRenov,gldani,85,3,2,2,13,16,0,0,14,1,1,1,1,1,1,0,1,1,1,1,1,0,465
old,oldRenov,gldani,50,1,1,1,3,16,0,0,7,1,0,0,1,1,1,0,0,1,0,0,1,0,460
old,oldRenov,gldani,120,4,2,2,6,9,6,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,458
old,oldRenov,gldani,120,4,2,1,9,9,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,452
old,oldRenov,gldani,85,3,2,1,1,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,441
old,oldRenov,gldani,75,3,2,1,7,9,3,0,15,1,0,1,1,1,1,0,0,1,0,0,1,0,427
old,oldRenov,didiDigomi,74,2,1,2,5,9,4,0,10,1,0,1,1,1,1,0,1,1,0,1,1,0,622
old,oldRenov,didiDigomi,67,2,1,1,7,16,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,612
old,oldRenov,didiDigomi,115,3,3,3,7,9,3,0,12,1,1,1,1,1,1,0,1,1,0,1,0,1,548
old,oldRenov,didiDigomi,130,4,2,1,3,9,12,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,538
old,oldRenov,didiDigomi,85,2,1,1,13,13,4,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,529
old,oldRenov,didiDigomi,130,4,2,1,10,10,4,50,80,0,0,1,0,1,0,0,0,1,0,0,0,0,481
old,oldRenov,didiDigomi,102,4,2,2,15,16,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,471
old,oldRenov,didiDigomi,100,3,2,1,5,15,7,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,410
old,oldRenov,digmisMas,26,1,0,1,13,16,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,927
old,oldRenov,digmisMas,47,2,1,1,14,14,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,772
old,oldRenov,digmisMas,70,2,0,2,6,14,15,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,700
old,oldRenov,digmisMas,63,3,1,1,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,668
old,oldRenov,digmisMas,110,4,3,1,2,9,10,0,14,1,1,1,1,1,0,0,0,1,0,0,0,0,645
old,oldRenov,digmisMas,75,3,2,1,5,5,0,0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,613
old,oldRenov,digmisMas,93,4,2,1,6,8,4,4,13,1,1,1,1,1,1,0,0,1,0,1,0,0,602
old,oldRenov,digmisMas,89,3,1,1,2,8,5,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,545
old,oldRenov,vake,45,2,1,1,3,8,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1333
old,oldRenov,vake,115,4,2,1,3,6,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1130
old,oldRenov,vake,102,4,2,1,2,10,7,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1049
old,oldRenov,vake,91,5,3,2,4,8,2,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,901
old,oldRenov,vake,198,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
old,oldRenov,vake,125,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,880
old,oldRenov,vake,160,6,3,3,6,9,4,20,30,1,0,1,1,1,1,0,0,1,0,1,1,1,869
old,oldRenov,vake,150,4,3,2,4,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,847
old,oldRenov,vake,55,2,1,1,1,7,3,0,3,1,1,1,1,1,1,0,0,1,0,0,1,0,818
old,oldRenov,vake,200,4,3,2,6,6,21,20,0,1,1,1,1,1,1,1,0,0,0,1,1,1,802
old,oldRenov,vake,132,4,2,2,3,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,783
old,oldRenov,vake,55,1,1,1,4,9,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,782
old,oldRenov,vake,182,5,4,2,3,9,20,0,30,1,0,1,1,1,1,1,0,0,0,1,1,0,769
old,oldRenov,vake,33,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752
old,oldRenov,vake,93,3,2,1,8,8,5,0,10,1,1,1,1,1,1,0,0,1,0,0,0,1,720
old,oldRenov,vake,140,4,2,1,3,6,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,709
old,oldRenov,varketili,37,1,1,1,3,9,0,0,25,1,0,1,1,1,0,0,0,1,0,0,1,1,676
old,oldRenov,varketili,65,3,2,2,4,16,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,600
old,oldRenov,varketili,65,2,2,1,7,9,0,0,15,1,1,0,0,1,0,0,0,1,0,0,0,0,575
old,oldRenov,varketili,71,3,2,1,4,9,5,0,10,0,1,0,1,1,0,0,1,1,0,1,0,0,563
old,oldRenov,varketili,72,3,2,1,5,9,7,0,6,1,1,1,1,1,1,0,0,1,0,1,1,1,556
old,oldRenov,varketili,50,1,1,1,8,9,6,0,9,1,0,1,1,1,1,0,1,1,0,1,0,0,540
old,oldRenov,varketili,102,3,0,2,2,8,0,0,10,1,1,1,1,1,1,0,0,1,0,0,0,0,539
old,oldRenov,varketili,70,2,1,1,7,9,0,0,12,1,1,1,1,1,1,0,0,1,0,0,0,0,529
old,oldRenov,varketili,74,3,2,1,6,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,527
old,oldRenov,varketili,73,2,1,3,2,9,7,7,14,0,0,1,1,1,1,0,1,1,0,1,1,0,523
old,oldRenov,varketili,60,1,2,2,1,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,483
old,oldRenov,varketili,52,2,1,1,4,4,7,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,481
old,oldRenov,varketili,62,3,2,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
old,oldRenov,varketili,62,3,1,2,3,8,4,4,15,1,0,1,1,1,0,0,1,1,0,0,1,0,468
old,oldRenov,varketili,65,3,2,1,4,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,446
old,oldRenov,varketili,50,2,1,2,9,9,3,0,4,1,0,0,1,1,1,0,0,1,0,1,1,0,440
old,oldRenov,varketili,90,4,3,1,9,9,3,0,10,1,0,1,1,1,1,0,1,0,0,0,1,0,424
old,oldRenov,varketili,87,3,2,1,1,5,0,0,16,1,1,1,1,1,1,0,0,0,0,1,1,0,402
old,oldRenov,saburtalo,105,3,2,1,1,4,6,0,25,1,1,1,1,1,1,0,0,0,0,1,1,0,1091
old,oldRenov,saburtalo,42,2,1,1,4,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
old,oldRenov,saburtalo,76,2,1,2,4,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,955
old,oldRenov,saburtalo,93,4,3,1,4,5,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,944
old,oldRenov,saburtalo,160,4,3,2,5,9,8,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,938
old,oldRenov,saburtalo,160,7,5,2,3,10,4,10,28,1,0,1,1,1,1,0,1,1,0,1,1,0,906
old,oldRenov,saburtalo,100,4,2,2,1,9,7,0,8,1,1,1,1,1,1,0,1,1,0,1,1,0,900
old,oldRenov,saburtalo,140,4,3,2,4,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,893
