Status,Condition,District,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,newRenov,didDigomi,3,2,1,3,10,12,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,726
old,newRenov,gldani,2,1,2,1,9,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,727
new,newRenov,nadzaladevi,2,1,1,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727
new,newRenov,didDigomi,4,3,1,7,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,727
new,newRenov,didDigomi,4,3,1,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,727
new,black,ortawala,3,2,2,11,13,4,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,727
old,oldRenov,nucubidze,3,2,1,6,9,7,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,729
new,newRenov,didDigomi,3,2,1,4,6,12,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,730
old,oldRenov,saburtalo,3,2,2,9,16,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,730
new,newRenov,ortawala,2,1,1,1,10,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,731
new,newRenov,didDigomi,4,3,1,6,8,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,731
old,newRenov,digmisMas,2,1,1,0,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,732
old,oldRenov,nucubidze,1,1,1,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,732
new,newRenov,didDigomi,4,2,1,7,10,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,732
old,oldRenov,saburtalo,5,3,2,3,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,733
new,newRenov,didDigomi,3,2,1,9,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,733
new,newRenov,didDigomi,3,2,1,9,12,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,734
new,newRenov,didDigomi,3,2,1,6,8,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,734
old,newRenov,didDigomi,2,1,1,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,734
new,newRenov,varketili,3,2,3,2,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,735
new,newRenov,gldani,3,2,1,6,14,6,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,736
new,newRenov,vazisubani,3,2,1,1,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,736
new,white,saburtalo,3,1,2,2,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,737
old,newRenov,didDigomi,3,2,2,13,16,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,737
new,white,nadzaladevi,4,3,1,3,8,6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,738
old,oldRenov,isani,3,2,1,1,9,3,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,738
old,newRenov,varketili,2,1,0,2,16,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,738
new,newRenov,didDigomi,2,1,1,3,13,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,738
old,newRenov,saburtalo,3,2,1,16,16,6,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,739
old,oldRenov,saburtalo,3,2,1,7,8,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,739
new,newRenov,didDigomi,2,1,1,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740
new,newRenov,didube,4,0,2,10,11,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,741
new,newRenov,didDigomi,2,1,1,2,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,743
new,newRenov,didube,3,2,3,3,9,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,744
new,newRenov,vazisubani,2,1,1,4,9,4,300,0,1,1,0,1,1,1,0,1,1,1,0,1,0,744
old,oldRenov,saburtalo,7,4,2,9,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,744
old,newRenov,didDigomi,3,2,1,5,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,744
old,oldRenov,saburtalo,4,2,1,2,9,10,0,10,1,0,1,1,1,1,0,0,0,0,1,0,0,745
new,newRenov,vazisubani,4,3,1,3,17,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,745
new,newRenov,vazisubani,4,3,1,3,17,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,745
new,newRenov,didDigomi,2,1,1,6,16,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,745
new,newRenov,samgori,2,1,1,6,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,745
old,oldRenov,nucubidze,2,2,1,1,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,745
new,newRenov,vazisubani,4,3,1,3,17,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,745
new,newRenov,temqa,2,1,1,3,8,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,745
new,newRenov,saburtalo,4,0,2,4,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,746
old,newRenov,ortawala,3,0,1,2,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,747
WIP,white,saburtalo,3,2,1,6,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,748
old,oldRenov,vaja,2,1,1,5,5,0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,748
new,newRenov,vazisubani,1,1,2,13,13,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,750
old,newRenov,didube,4,3,1,2,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,750
new,newRenov,didDigomi,2,1,1,4,10,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,750
old,newRenov,gldani,3,2,2,5,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,750
old,oldRenov,varketili,3,2,1,7,8,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,750
old,newRenov,gldani,3,2,2,5,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,750
new,white,saburtalo,3,2,1,4,11,9,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,750
new,black,saburtalo,4,3,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
new,black,saburtalo,3,2,2,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
old,oldRenov,vazisubani,1,1,1,2,5,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,750
old,oldRenov,didube,1,2,2,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,750
new,newRenov,didDigomi,3,2,1,5,8,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,750
new,white,saburtalo,3,2,1,5,11,9,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,750
old,oldRenov,chugureti,4,2,1,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,750
new,white,saburtalo,3,2,1,4,13,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,750
new,newRenov,saburtalo,2,1,2,6,6,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,750
new,newRenov,didDigomi,2,1,1,2,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,750
new,newRenov,didDigomi,3,2,1,5,12,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,750
new,newRenov,sandzona,3,2,1,3,11,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,750
new,white,vake,3,2,1,4,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
WIP,white,saburtalo,3,2,1,8,15,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,751
new,white,nadzaladevi,2,1,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751
old,newRenov,chugureti,4,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,751
new,newRenov,samgori,2,1,1,8,15,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,751
old,oldRenov,saburtalo,4,2,2,8,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,754
old,oldRenov,isani,3,2,1,5,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,754
old,oldRenov,isani,3,2,1,9,5,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,754
old,oldRenov,isani,3,2,1,5,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,754
new,newRenov,didDigomi,2,1,1,1,4,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,755
new,newRenov,nucubidze,3,2,1,12,13,16,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,756
new,newRenov,didDigomi,2,1,1,8,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,756
new,newRenov,didDigomi,3,1,1,7,10,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,757
old,newRenov,didube,1,1,1,1,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,758
old,newRenov,nadzaladevi,1,0,1,6,8,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,758
old,oldRenov,digmisMas,3,0,1,5,8,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,759
new,white,saburtalo,3,2,1,4,13,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,760
new,newRenov,didDigomi,4,3,2,3,11,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,760
old,oldRenov,vake,5,2,2,3,4,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,761
old,newRenov,saburtalo,2,1,3,1,8,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,762
old,newRenov,vaja,4,2,2,1,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,764
old,oldRenov,saburtalo,3,1,1,2,4,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,765
new,newRenov,didDigomi,2,1,2,6,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,765
new,newRenov,gldani,2,1,1,12,13,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,765
new,newRenov,didDigomi,3,2,1,6,16,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,765
new,newRenov,didDigomi,2,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766
old,oldRenov,didube,4,3,3,7,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,767
new,newRenov,didDigomi,3,2,1,2,8,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,768
old,oldRenov,saburtalo,4,3,2,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,768
new,newRenov,didDigomi,2,1,1,6,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,769
old,oldRenov,saburtalo,5,3,1,1,5,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,769
new,newRenov,vashlidzvari,3,2,1,4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,769
old,oldRenov,saburtalo,2,1,1,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,769
old,oldRenov,digmisMas,5,3,2,12,16,30,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,769
new,newRenov,didDigomi,2,1,1,9,12,4,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,770
new,newRenov,didDigomi,4,3,1,5,5,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,770
old,oldRenov,didube,3,2,1,5,5,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,770
old,oldRenov,saburtalo,3,2,1,6,8,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,770
old,oldRenov,saburtalo,5,3,1,8,8,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,770
new,newRenov,didDigomi,2,1,1,2,15,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,771
old,oldRenov,isani,3,2,1,7,16,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,771
old,oldRenov,vake,4,2,2,3,9,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,771
old,newRenov,saburtalo,5,4,1,8,9,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,771
new,white,saburtalo,3,2,1,5,12,12,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,772
old,newRenov,saburtalo,4,2,2,2,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,773
new,newRenov,didDigomi,3,2,1,5,6,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,773
old,oldRenov,didube,3,2,2,6,9,4,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,773
new,newRenov,saburtalo,3,2,1,5,6,7,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,773
old,newRenov,digmisMas,6,3,2,8,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,774
new,black,saburtalo,3,2,1,2,4,12,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,774
new,newRenov,chugureti,2,1,1,9,12,5,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,775
old,oldRenov,digmisMas,2,1,1,2,8,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,775
old,oldRenov,chugureti,7,5,2,2,3,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,775
old,oldRenov,saburtalo,2,2,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,775
old,newRenov,saburtalo,4,3,2,3,5,7,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,775
old,oldRenov,gldani,2,1,2,5,12,5,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,776
new,newRenov,ortawala,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,776
new,newRenov,didDigomi,2,0,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776
new,newRenov,didDigomi,3,2,1,10,14,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,776
old,newRenov,saburtalo,1,1,1,7,8,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,776
old,oldRenov,saburtalo,3,2,1,2,7,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,777
new,newRenov,didube,2,1,1,6,14,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,778
new,oldRenov,chugureti,3,2,1,5,9,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,778
new,newRenov,saburtalo,3,2,2,5,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,778
old,newRenov,nadzaladevi,3,2,1,2,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,778
new,newRenov,didDigomi,2,1,1,4,5,6,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,778
old,newRenov,didube,2,1,1,2,5,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,779
old,oldRenov,didube,2,1,3,9,16,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,780
new,newRenov,didube,3,0,1,13,16,4,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,780
old,newRenov,saburtalo,3,2,1,13,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,780
new,newRenov,digmisMas,3,2,1,3,9,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,781
old,oldRenov,mtawminda,2,1,1,2,2,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,781
old,newRenov,digmisMas,4,3,1,2,8,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,781
WIP,white,vake,2,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,782
new,newRenov,saburtalo,3,2,1,1,5,8,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,782
old,oldRenov,saburtalo,4,3,1,3,5,9,5,40,1,1,1,1,1,1,0,0,0,0,1,1,0,784
new,newRenov,didDigomi,2,1,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,784
new,newRenov,saburtalo,3,2,2,3,10,10,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,784
old,oldRenov,saburtalo,5,3,2,2,5,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,785
new,newRenov,samgori,3,2,1,3,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,786
new,newRenov,didDigomi,3,2,1,4,12,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,786
new,newRenov,didube,2,1,1,12,18,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,786
old,newRenov,didube,3,2,1,6,6,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,786
old,oldRenov,chugureti,4,3,2,3,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,786
new,white,saburtalo,3,2,2,4,6,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,786
old,oldRenov,ortawala,3,2,1,2,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,786
old,newRenov,digmisMas,3,2,1,14,14,4,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,787
new,newRenov,isani,2,1,1,7,12,3,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,787
old,oldRenov,digmisMas,3,2,1,6,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,788
new,newRenov,saburtalo,7,4,3,3,3,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,788
new,newRenov,gldani,3,2,1,4,8,6,0,17,1,1,0,1,1,1,0,1,1,0,1,1,0,790
new,newRenov,sandzona,3,2,1,10,14,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,790
new,newRenov,didDigomi,2,1,1,8,13,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,790
old,newRenov,saburtalo,5,4,2,1,8,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,792
old,newRenov,saburtalo,3,2,1,6,8,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,792
new,newRenov,gldani,4,3,1,5,10,23,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,796
new,white,vake,3,2,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796
new,newRenov,isani,2,1,1,2,25,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,796
new,newRenov,digmisMas,6,0,2,5,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,797
new,newRenov,digmisMas,6,3,2,5,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,797
new,newRenov,didDigomi,3,2,1,6,7,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,797
new,newRenov,gldani,3,2,1,4,8,6,0,17,1,1,0,1,1,1,0,1,1,0,0,1,0,797
new,newRenov,didube,3,2,3,6,11,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,797
new,newRenov,didDigomi,2,1,1,6,10,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,798
new,newRenov,didDigomi,3,2,1,2,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,798
new,white,vake,4,3,2,9,9,50,110,0,1,0,1,0,1,0,0,0,1,0,0,0,0,800
old,newRenov,didube,3,2,1,1,8,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,800
new,newRenov,didDigomi,2,1,1,14,16,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,800
old,oldRenov,didube,3,2,1,5,5,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,800
old,oldRenov,didube,5,2,2,9,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,800
WIP,white,vake,3,2,1,2,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,800
new,white,vake,4,3,2,9,9,50,110,0,1,0,1,0,1,0,0,0,1,0,0,0,0,800
old,oldRenov,saburtalo,3,2,1,2,8,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,800
new,white,nadzaladevi,2,1,1,15,20,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,800
new,newRenov,saburtalo,5,4,3,10,11,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,800
old,newRenov,sandzona,3,2,1,7,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,800
old,oldRenov,isani,1,1,1,8,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,800
new,newRenov,isani,2,1,1,9,10,4,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,800
new,newRenov,nadzaladevi,2,1,1,10,12,4,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,800
old,white,vake,4,2,3,4,16,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,800
new,newRenov,isani,3,2,1,10,10,7,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,800
new,white,vashlidzvari,1,1,1,7,20,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,800
new,newRenov,digmisMas,3,2,1,2,7,3,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,800
new,newRenov,temqa,2,1,1,2,6,4,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,800
new,white,saburtalo,3,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
new,black,vake,3,2,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
new,black,vake,2,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
new,black,vake,3,2,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
new,newRenov,saburtalo,5,3,2,5,5,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,800
old,oldRenov,chugureti,5,3,2,2,3,12,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,801
old,oldRenov,vera,2,1,2,1,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,802
new,newRenov,didDigomi,3,2,1,3,5,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,802
new,newRenov,didDigomi,4,3,1,1,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,802
new,newRenov,gldani,3,2,1,4,8,6,0,17,1,1,0,1,1,1,0,1,1,0,1,1,0,802
new,white,saburtalo,3,2,1,9,9,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,802
new,newRenov,gldani,2,36,2,3,12,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,803
new,newRenov,varketili,3,2,3,2,8,5,3,4,1,0,0,1,1,1,0,0,1,0,1,1,0,804
new,newRenov,varketili,2,1,2,3,5,4,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,804
new,newRenov,ortawala,3,0,2,2,4,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,804
new,newRenov,saburtalo,4,0,2,14,18,5,0,50,1,1,1,1,1,1,1,1,1,0,0,1,1,805
old,newRenov,gldani,3,3,2,3,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,805
new,newRenov,didDigomi,3,2,1,6,11,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,805
new,newRenov,varketili,2,1,1,3,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,806
new,newRenov,didDigomi,5,4,2,9,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,806
old,oldRenov,nucubidze,3,2,2,8,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,806
new,white,saburtalo,2,1,1,3,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,806
old,oldRenov,saburtalo,4,2,1,12,12,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,807
old,oldRenov,chugureti,4,3,2,2,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,808
new,newRenov,didDigomi,2,1,1,14,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,808
old,oldRenov,nadzaladevi,2,1,2,3,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,808
new,newRenov,gldani,2,1,1,12,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,808
new,newRenov,gldani,2,1,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809
new,newRenov,isani,3,2,1,8,9,7,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,810
new,newRenov,didube,3,2,1,2,5,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,810
old,newRenov,gldani,2,1,1,8,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,811
new,oldRenov,saburtalo,5,3,2,7,16,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,811
new,newRenov,didube,3,2,2,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,811
new,newRenov,didube,3,2,2,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,811
new,newRenov,sandzona,3,2,1,14,16,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,811
new,white,saburtalo,3,2,1,3,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,811
new,newRenov,nadzaladevi,3,2,1,8,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,811
old,oldRenov,didube,3,2,1,2,5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,812
old,newRenov,didube,3,2,1,1,6,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,813
old,newRenov,didDigomi,3,2,1,4,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,813
new,newRenov,didDigomi,3,2,1,2,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,813
new,newRenov,saburtalo,3,2,1,2,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,814
new,newRenov,didube,2,1,1,8,13,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,815
new,newRenov,didDigomi,2,1,1,3,6,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,817
new,newRenov,didDigomi,3,2,1,7,10,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,817
new,newRenov,didDigomi,2,1,1,7,16,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,817
new,newRenov,saburtalo,2,1,1,2,6,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,817
new,white,saburtalo,3,2,1,7,10,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,817
new,white,saburtalo,3,1,1,5,12,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,817
new,newRenov,digmisMas,2,1,1,5,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,818
new,newRenov,didDigomi,2,1,1,8,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,818
old,newRenov,saburtalo,4,3,1,6,6,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,818
old,oldRenov,saburtalo,4,3,1,6,6,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,818
new,white,saburtalo,3,2,1,2,13,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,818
old,oldRenov,saburtalo,4,3,1,4,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,818
