Status,Condition,District,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,white,nadzaladevi,5,3,2,3,12,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,566
old,oldRenov,saburtalo,3,2,2,11,16,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,567
new,newRenov,varketili,3,2,1,5,6,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,567
old,oldRenov,gldani,2,1,1,2,9,0,0,7,1,0,1,1,1,1,0,1,1,0,1,1,1,569
new,newRenov,didDigomi,4,3,1,3,4,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,570
old,oldRenov,digmisMas,4,2,1,6,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,570
new,newRenov,didDigomi,4,3,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,570
new,black,varketili,3,2,1,5,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,571
old,newRenov,gldani,2,1,1,9,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,571
old,newRenov,didube,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,571
old,newRenov,nadzaladevi,3,2,1,1,8,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,571
old,oldRenov,gldani,2,1,1,6,14,5,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,571
old,newRenov,nadzaladevi,3,2,1,4,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,573
new,newRenov,varketili,2,1,1,8,12,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,573
old,oldRenov,didDigomi,3,3,3,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,573
new,black,saburtalo,2,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
old,newRenov,temqa,2,2,2,2,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,576
new,white,didDigomi,2,0,1,5,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,577
old,oldRenov,digmisMas,3,2,1,5,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,577
old,oldRenov,vazisubani,2,1,1,2,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,578
new,newRenov,varketili,2,1,1,1,8,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,578
new,white,didDigomi,2,1,2,9,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,578
old,oldRenov,nucubidze,2,1,1,8,9,4,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,578
new,black,didDigomi,2,1,1,5,15,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,578
old,oldRenov,saburtalo,5,4,1,1,8,0,0,25,1,1,1,1,1,1,0,0,0,0,1,0,0,578
old,newRenov,vazisubani,3,2,1,2,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,579
old,newRenov,varketili,3,2,2,5,9,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,579
old,newRenov,samgori,2,1,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,580
old,newRenov,varketili,2,2,1,3,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,580
old,newRenov,saburtalo,5,3,1,16,16,5,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,580
new,white,didDigomi,4,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,580
new,white,didDigomi,3,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,580
old,newRenov,gldani,3,2,2,2,9,2,0,8,1,0,1,1,1,1,0,1,1,0,1,1,1,581
old,newRenov,muxiani,3,2,2,6,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,581
old,newRenov,gldani,2,1,1,5,10,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,582
new,white,didDigomi,4,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,582
new,newRenov,didDigomi,2,1,1,9,9,0,10,0,1,1,0,1,1,1,0,0,1,1,0,0,0,582
old,newRenov,chugureti,2,1,2,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,583
old,oldRenov,didube,4,2,1,7,8,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,583
new,black,ortawala,3,2,1,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,583
old,oldRenov,chugureti,2,1,2,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,583
new,black,ortawala,3,2,2,11,13,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,583
new,black,ortawala,3,0,1,3,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,583
old,oldRenov,varketili,5,4,3,8,9,10,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,584
old,newRenov,varketili,4,3,1,4,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,584
old,newRenov,sandzona,3,2,1,8,8,0,40,0,1,1,1,1,1,1,0,1,1,0,1,1,0,585
old,oldRenov,gldani,2,1,2,8,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,585
new,white,didDigomi,2,1,2,8,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,585
old,oldRenov,gldani,2,2,1,1,9,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,585
old,oldRenov,saburtalo,5,3,1,16,17,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,585
old,oldRenov,nadzaladevi,3,2,1,14,16,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,586
old,oldRenov,temqa,1,0,1,5,8,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,586
new,newRenov,nadzaladevi,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
new,white,varketili,4,3,2,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,587
new,newRenov,vaja,1,1,1,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,587
new,newRenov,sandzona,5,4,2,4,16,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,588
old,oldRenov,didDigomi,3,2,2,10,16,7,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,588
old,oldRenov,isani,3,2,1,8,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,588
old,oldRenov,varketili,3,2,1,7,9,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,588
new,black,didDigomi,2,1,1,10,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,588
old,oldRenov,nucubidze,3,2,2,6,16,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,589
old,oldRenov,gldani,2,1,1,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,589
old,oldRenov,didDigomi,2,1,1,10,15,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,589
new,white,vazisubani,2,1,1,12,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,590
old,oldRenov,chugureti,3,2,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,590
old,oldRenov,didDigomi,3,2,3,12,16,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,590
old,oldRenov,chugureti,3,2,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,590
old,oldRenov,muxiani,4,3,1,3,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,591
old,newRenov,varketili,3,2,1,4,9,0,0,8,1,0,1,1,1,1,0,1,1,0,1,1,0,591
old,newRenov,isani,4,2,2,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,591
old,newRenov,varketili,3,2,2,6,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,592
old,oldRenov,digmisMas,3,2,1,3,5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,592
new,white,didDigomi,3,2,2,5,8,12,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,593
new,newRenov,didDigomi,3,2,1,5,9,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,593
old,newRenov,nucubidze,3,2,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,594
old,newRenov,vazisubani,4,3,2,8,9,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,594
old,newRenov,didube,1,1,1,1,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,595
old,newRenov,saburtalo,4,2,1,7,9,9,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,596
new,white,saburtalo,8,2,1,4,8,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,596
old,newRenov,varketili,2,1,1,1,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,596
new,white,didDigomi,2,1,2,9,13,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,598
old,oldRenov,gldani,4,2,1,9,9,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,599
new,white,vashlidzvari,2,1,1,5,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,600
old,oldRenov,chugureti,3,2,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,600
WIP,white,saburtalo,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
new,black,ortawala,2,1,1,16,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,600
new,newRenov,didDigomi,3,2,1,1,3,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,600
new,white,varketili,2,1,1,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
new,white,didDigomi,1,1,1,8,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,600
old,oldRenov,isani,2,1,1,1,8,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,600
old,oldRenov,digmisMas,3,2,1,5,5,0,0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,600
old,newRenov,saburtalo,1,1,1,8,2,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,600
new,white,didDigomi,2,2,1,4,14,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,600
old,newRenov,varketili,2,1,2,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,600
old,oldRenov,digmisMas,3,2,1,11,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,600
old,oldRenov,saburtalo,3,2,1,6,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,600
new,black,didDigomi,2,1,1,7,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,600
new,newRenov,varketili,2,1,1,5,6,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,603
new,oldRenov,didDigomi,3,2,1,1,10,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,603
new,newRenov,didDigomi,3,2,1,1,10,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,603
new,white,saburtalo,2,1,1,1,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,603
old,oldRenov,digmisMas,3,2,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,604
old,oldRenov,chugureti,4,3,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,604
old,oldRenov,sandzona,1,1,1,5,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,605
old,newRenov,muxiani,2,1,1,8,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,605
new,white,saburtalo,2,1,1,1,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,606
new,newRenov,saburtalo,4,3,1,10,10,15,140,0,1,1,1,1,1,1,0,1,1,0,0,1,1,606
old,oldRenov,didube,1,1,1,1,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,606
old,newRenov,didube,2,1,1,1,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,607
old,newRenov,nadzaladevi,5,3,1,5,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,607
old,oldRenov,didube,4,3,1,7,8,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,607
old,newRenov,didube,2,1,1,2,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,608
old,oldRenov,chugureti,4,0,1,2,2,10,10,15,1,1,1,1,1,1,1,1,0,0,1,1,0,608
new,white,didDigomi,2,1,1,1,17,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,608
old,newRenov,temqa,2,1,1,4,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,609
old,oldRenov,digmisMas,3,2,2,14,16,0,0,8,1,0,0,1,1,1,0,1,0,0,0,1,0,609
old,newRenov,muxiani,2,1,1,7,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,609
old,oldRenov,temqa,2,1,1,4,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,610
old,oldRenov,varketili,1,0,1,8,8,7,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,611
old,oldRenov,varketili,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,612
old,oldRenov,sandzona,3,2,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,612
old,oldRenov,isani,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,612
old,oldRenov,didube,5,3,1,2,9,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,613
new,newRenov,gldani,3,2,1,10,10,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,613
old,oldRenov,sandzona,3,2,1,5,8,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,614
new,newRenov,didDigomi,3,2,1,3,13,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,615
new,newRenov,didDigomi,3,2,1,3,10,10,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,615
old,oldRenov,muxiani,1,1,2,9,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,617
new,white,didDigomi,2,2,1,8,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,617
old,oldRenov,chugureti,3,2,3,3,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,617
old,newRenov,didube,4,2,1,1,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,617
new,black,didDigomi,2,1,1,4,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,618
old,oldRenov,didube,2,1,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,619
new,newRenov,saburtalo,3,2,2,7,8,20,40,0,1,0,1,1,1,1,1,1,1,0,0,1,1,619
new,newRenov,didDigomi,2,1,1,4,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,620
old,newRenov,varketili,3,2,1,9,9,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,621
new,white,didDigomi,3,2,1,12,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,621
old,newRenov,saburtalo,2,1,1,6,6,0,22,0,1,0,0,1,1,0,0,1,0,0,0,0,0,622
new,newRenov,didDigomi,2,1,1,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,622
new,newRenov,didDigomi,2,1,1,3,11,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,622
old,oldRenov,didDigomi,2,1,2,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,622
old,newRenov,gldani,4,2,2,7,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,622
old,oldRenov,didube,4,2,1,2,3,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,623
old,newRenov,varketili,3,2,2,14,16,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,623
new,newRenov,didDigomi,2,1,1,5,10,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,623
new,newRenov,varketili,4,3,2,7,10,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,624
old,newRenov,varketili,1,0,1,4,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,625
old,newRenov,sandzona,3,2,1,11,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,625
old,newRenov,samgori,1,0,1,7,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,625
new,white,saburtalo,4,3,1,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,625
new,newRenov,didDigomi,6,3,2,4,5,5,53,0,1,1,1,1,1,1,0,1,1,0,0,1,0,625
new,white,didDigomi,2,1,1,14,15,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,625
new,black,ortawala,3,2,1,8,12,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,625
new,newRenov,muxiani,2,1,1,8,10,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,625
old,newRenov,nucubidze,3,2,1,14,16,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,625
old,newRenov,saburtalo,3,0,1,2,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,625
new,newRenov,sandzona,4,3,1,4,5,8,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,625
new,newRenov,gldani,3,2,1,2,10,10,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,625
old,newRenov,samgori,1,0,1,2,5,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,625
new,white,vake,4,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,629
old,oldRenov,isani,1,1,1,5,5,5,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,629
new,newRenov,isani,3,2,1,7,23,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,630
new,newRenov,didDigomi,2,1,1,7,10,4,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,630
new,newRenov,saburtalo,3,2,2,1,13,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,631
new,newRenov,gldani,2,1,1,9,9,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,632
old,newRenov,samgori,2,1,2,4,8,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,633
old,newRenov,vaja,2,1,1,6,6,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,633
old,oldRenov,vake,5,2,1,12,12,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,633
old,oldRenov,didube,2,1,1,2,5,8,0,30,1,0,0,1,1,0,0,0,0,0,0,0,0,634
old,oldRenov,samgori,2,2,1,1,8,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,635
old,oldRenov,saburtalo,2,1,1,16,16,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,635
new,white,varketili,2,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635
old,oldRenov,vaja,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,635
new,newRenov,vazisubani,3,2,1,6,9,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,635
old,oldRenov,gldani,1,1,2,3,9,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,636
old,newRenov,samgori,1,1,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,636
new,newRenov,didDigomi,3,2,1,5,10,4,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,636
old,newRenov,samgori,2,1,1,4,5,3,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,636
old,newRenov,samgori,2,2,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,636
old,newRenov,saburtalo,5,3,1,5,10,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,636
old,newRenov,vazisubani,3,2,1,1,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,636
new,newRenov,didDigomi,3,2,1,3,8,3,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,638
old,oldRenov,digmisMas,3,0,1,7,16,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,638
new,newRenov,varketili,3,2,1,3,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,638
new,newRenov,varketili,3,2,1,3,5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,638
WIP,black,saburtalo,2,1,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638
old,newRenov,isani,3,2,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,638
old,oldRenov,nucubidze,4,2,1,1,10,3,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,639
new,newRenov,sandzona,4,3,2,10,15,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,639
old,oldRenov,chugureti,2,1,1,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,640
new,newRenov,didDigomi,3,2,1,6,14,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,640
new,newRenov,didDigomi,3,2,1,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,640
old,newRenov,sandzona,5,2,2,3,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,640
new,white,saburtalo,3,1,1,10,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,640
old,newRenov,nucubidze,4,3,2,4,9,5,0,15,1,1,0,1,1,1,0,0,1,0,1,0,0,642
old,oldRenov,digmisMas,3,0,1,1,5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,642
old,newRenov,saburtalo,3,2,1,5,12,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,642
old,newRenov,sandzona,3,2,2,6,6,0,0,15,1,1,1,1,1,1,0,0,0,0,1,1,0,643
new,newRenov,didDigomi,3,2,1,2,7,7,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,643
old,oldRenov,digmisMas,3,2,1,11,14,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,643
new,white,nadzaladevi,3,2,1,2,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,645
new,white,vashlidzvari,2,1,1,4,15,7,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,645
new,newRenov,didDigomi,3,2,1,9,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,646
new,newRenov,didDigomi,3,1,1,8,12,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,646
old,oldRenov,didube,2,1,1,3,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,646
old,oldRenov,nucubidze,2,1,1,17,17,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,646
old,newRenov,varketili,5,4,1,2,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,648
old,oldRenov,varketili,2,1,1,1,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,648
new,white,saburtalo,5,3,2,4,12,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,649
new,newRenov,varketili,4,3,1,8,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,650
new,newRenov,varketili,2,1,2,9,9,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,650
old,oldRenov,temqa,3,2,2,10,14,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,650
old,oldRenov,nucubidze,3,2,2,7,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,650
old,oldRenov,didDigomi,5,3,2,5,9,10,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,650
new,white,vashlidzvari,3,2,1,4,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,650
new,newRenov,nadzaladevi,7,4,2,5,6,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,650
old,oldRenov,saburtalo,5,2,3,4,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,650
new,newRenov,varketili,2,1,1,4,9,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,651
new,newRenov,varketili,2,1,2,3,8,5,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,651
new,newRenov,didDigomi,3,2,1,8,12,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,651
new,newRenov,didDigomi,2,1,1,4,10,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,652
new,newRenov,nadzaladevi,10,0,3,4,4,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,652
old,newRenov,sandzona,2,1,2,1,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,652
old,oldRenov,didube,2,1,1,7,8,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,653
new,white,saburtalo,3,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653
old,oldRenov,didube,5,2,2,3,4,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,654
old,oldRenov,saburtalo,4,3,2,1,8,5,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,654
old,oldRenov,saburtalo,2,1,1,4,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,654
old,newRenov,chugureti,5,3,1,2,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,654
WIP,black,saburtalo,3,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
old,newRenov,saburtalo,5,3,2,8,8,11,32,16,1,1,1,1,1,1,0,0,1,0,1,1,1,655
old,newRenov,sandzona,3,2,2,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,655
old,oldRenov,saburtalo,5,0,1,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,655
old,oldRenov,gldani,3,2,1,2,12,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,657
old,oldRenov,digmisMas,3,1,1,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,657
old,newRenov,varketili,3,2,1,5,9,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,657
old,oldRenov,sandzona,1,1,1,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,657
old,oldRenov,temqa,1,1,1,3,5,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,657
old,oldRenov,gldani,2,1,1,8,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,657
old,oldRenov,digmisMas,3,2,1,11,14,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,657
new,newRenov,didDigomi,3,1,1,7,12,5,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,658
old,oldRenov,isani,3,2,2,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,658
new,newRenov,vazisubani,2,1,1,3,12,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,659
new,newRenov,didDigomi,2,1,1,6,10,3,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,659
old,newRenov,gldani,2,1,1,1,9,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,659
new,newRenov,didDigomi,3,2,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659
old,newRenov,varketili,2,1,1,5,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,660
new,newRenov,didDigomi,3,2,2,2,10,53,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,660
