ID,Area,Status,Condition,District,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,Views,PerSq
8930859,140,old,newRenov,vake,4,2,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,68,531
8515672,140,old,oldRenov,didube,4,3,1,7,8,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,591,607
8937140,140,new,black,saburtalo,4,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,700
8856857,140,old,oldRenov,chugureti,4,2,1,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,119,750
8865186,140,old,oldRenov,chugureti,4,3,2,3,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,749,786
8938030,140,old,oldRenov,saburtalo,4,1,2,4,4,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,28,867
8956176,140,old,oldRenov,vake,4,3,1,3,6,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,29,871
8957518,140,new,newRenov,digmisMas,4,3,2,6,15,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,30,893
8938474,140,new,newRenov,didube,4,3,2,7,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,101,893
8300969,140,old,oldRenov,saburtalo,4,3,2,4,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1871,893
8931890,140,new,newRenov,vake,4,3,2,9,11,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,132,921
8850314,140,new,newRenov,saburtalo,4,3,2,4,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,466,1107
8258361,140,new,newRenov,saburtalo,4,3,3,4,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1574,1121
8735393,140,new,newRenov,saburtalo,4,3,2,8,15,8,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,734,1250
8923497,140,old,oldRenov,vera,4,2,1,1,2,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,78,1350
8818743,140,new,newRenov,vake,4,3,2,9,20,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,736,1400
8859655,140,new,newRenov,saburtalo,4,3,3,7,12,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,411,1654
8875235,138,new,black,saburtalo,4,3,2,2,18,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,286,522
8635870,137,new,black,saburtalo,4,3,2,4,12,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,489,850
8935576,137,new,newRenov,vake,4,3,2,6,22,10,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,96,1606
8958684,136,old,newRenov,ortawala,4,3,1,3,9,3,9,18,1,1,1,1,1,1,0,0,1,0,1,0,0,6,692
8932704,136,old,newRenov,ortawala,4,3,1,3,9,3,9,18,1,1,1,1,1,1,0,0,1,0,1,0,0,49,692
8958156,136,new,newRenov,saburtalo,4,3,2,3,7,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,956
8931043,136,new,white,saburtalo,4,3,2,13,18,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,88,1140
8614719,135,old,oldRenov,saburtalo,4,3,2,9,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,588,667
8856632,135,old,newRenov,saburtalo,4,3,2,3,5,7,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,470,775
8891003,135,new,newRenov,saburtalo,4,3,2,3,10,10,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,143,900
8944603,135,new,newRenov,saburtalo,4,3,2,3,11,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,118,920
8926972,135,new,newRenov,vake,4,2,2,9,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,147,1015
8924758,134,old,newRenov,saburtalo,4,2,1,7,9,9,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,190,596
8104552,134,new,newRenov,saburtalo,4,0,2,4,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,2543,746
8932963,134,new,black,saburtalo,4,3,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,750
8947869,132,old,newRenov,nucubidze,4,3,2,1,9,7,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,16,985
8932813,130,old,newRenov,muxiani,4,3,3,8,9,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,77,515
8945668,130,old,oldRenov,saburtalo,4,3,2,1,8,5,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,47,654
7624520,130,old,newRenov,nucubidze,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,3160,684
7985198,130,old,newRenov,saburtalo,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,2930,690
8927250,130,old,oldRenov,saburtalo,4,2,2,8,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,66,754
8859623,130,old,oldRenov,saburtalo,4,3,2,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,337,768
8953134,130,new,newRenov,saburtalo,4,0,2,14,18,5,0,50,1,1,1,1,1,1,1,1,1,0,0,1,1,29,805
8670725,130,new,newRenov,didube,4,2,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,303,846
8955017,130,new,newRenov,saburtalo,4,3,2,10,14,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,27,923
8950300,130,new,newRenov,saburtalo,4,2,2,14,15,5,20,0,1,0,1,1,1,1,0,1,1,0,0,1,1,29,1000
8940320,130,new,oldRenov,saburtalo,4,2,1,6,12,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,69,1000
8819475,130,new,black,vake,4,0,1,7,9,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,285,1008
8950432,130,old,newRenov,vake,4,2,1,3,5,4,0,23,1,0,0,1,1,1,0,0,0,0,1,0,1,36,1115
8949594,130,new,newRenov,saburtalo,4,3,2,4,17,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,15,1208
7956951,130,old,oldRenov,mtawminda,4,2,2,6,7,10,10,0,1,0,1,1,1,1,0,0,1,0,1,1,1,4749,1769
8948227,129,new,black,saburtalo,4,3,3,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,840
8870732,129,old,oldRenov,saburtalo,4,2,2,7,14,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,85,930
8915027,129,new,newRenov,saburtalo,4,3,2,11,16,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,337,1139
8856576,128,new,newRenov,saburtalo,4,3,1,9,10,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,281,1015
8943630,127,new,black,didDigomi,4,3,2,6,12,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,86,500
8788906,126,old,oldRenov,vake,4,2,2,3,9,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,973,771
8775399,125,new,oldRenov,saburtalo,4,3,1,2,10,6,12,0,1,0,1,1,1,1,0,1,1,0,1,1,1,911,688
8791927,125,new,newRenov,didDigomi,4,3,2,3,11,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,293,760
8856299,125,new,white,saburtalo,4,3,2,9,9,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,687,846
7673827,125,old,oldRenov,vake,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,4741,861
8922294,125,old,oldRenov,vera,4,3,1,3,3,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,83,1106
8916882,124,new,white,vake,4,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,701,629
8956915,122,new,newRenov,saburtalo,4,3,2,23,23,9,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,48,1200
8952618,122,new,newRenov,saburtalo,4,3,2,23,23,9,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,51,1200
8949958,122,new,newRenov,saburtalo,4,3,2,23,23,8,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,77,1200
8954777,121,old,oldRenov,saburtalo,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,24,992
8932948,121,new,newRenov,saburtalo,4,3,2,13,22,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,106,1174
8922426,120,old,newRenov,didDigomi,4,3,2,4,16,5,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,108,454
8926561,120,old,oldRenov,varketili,4,3,2,1,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,89,483
8955597,120,old,oldRenov,gldani,4,3,2,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,133,504
8931009,120,old,oldRenov,gldani,4,3,1,7,9,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,77,517
8492406,120,old,newRenov,vazisubani,4,3,3,7,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,842,517
8938924,120,old,oldRenov,saburtalo,4,2,2,9,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,61,542
8929555,120,old,oldRenov,saburtalo,4,2,2,9,9,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,354,542
8929550,120,old,newRenov,gldani,4,3,2,6,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,240,542
8914748,120,old,oldRenov,didube,4,2,1,7,8,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,206,583
8931507,120,old,oldRenov,chugureti,4,0,1,2,2,10,10,15,1,1,1,1,1,1,1,1,0,0,1,1,0,74,608
8932863,120,old,oldRenov,didube,4,2,1,2,3,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,51,623
8810877,120,new,newRenov,sandzona,4,3,1,4,5,8,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1944,625
8931634,120,old,newRenov,nucubidze,4,3,2,4,9,5,0,15,1,1,0,1,1,1,0,0,1,0,1,0,0,100,642
8931429,120,new,newRenov,samgori,4,3,1,5,6,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,93,667
8885333,120,old,oldRenov,gldani,4,3,3,8,9,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,143,667
8925406,120,old,oldRenov,didube,4,3,3,7,10,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,43,767
8955142,120,old,oldRenov,saburtalo,4,3,1,3,5,9,5,40,1,1,1,1,1,1,0,0,0,0,1,1,0,40,784
8943562,120,old,oldRenov,chugureti,4,3,2,2,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,97,808
8935099,120,old,oldRenov,vake,4,2,2,7,7,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,44,875
8951338,120,old,oldRenov,chugureti,4,0,2,2,4,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,30,1000
8948337,120,old,newRenov,sololaki,4,2,1,3,5,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,45,1043
8952695,119,new,newRenov,saburtalo,4,3,2,13,15,28,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,38,1429
8950977,118,new,newRenov,didDigomi,4,2,2,4,13,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,62,720
8938017,118,new,newRenov,digmisMas,4,3,2,6,17,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,119,997
8937149,117,old,oldRenov,muxiani,4,3,1,2,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,174,564
8940326,117,new,newRenov,chugureti,4,2,2,5,10,5,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,68,1111
8954990,116,old,newRenov,isani,4,0,2,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,62,414
8930543,116,old,oldRenov,didDigomi,4,3,2,3,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,171,560
8875599,116,new,newRenov,didDigomi,4,2,1,4,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,160,850
8949841,115,old,newRenov,muxiani,4,3,3,9,9,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,54,478
8958015,115,old,newRenov,varketili,4,3,2,7,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,17,481
8878681,115,old,newRenov,didDigomi,4,3,2,2,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,271,539
8802472,115,old,newRenov,didube,4,2,1,1,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,248,617
8948757,115,new,white,saburtalo,4,3,2,4,7,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,68,913
8926381,115,new,white,saburtalo,4,3,2,2,7,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,83,913
8940723,115,new,white,saburtalo,4,3,2,4,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,44,939
8932804,115,new,white,saburtalo,4,3,2,4,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,61,939
8930130,115,new,white,saburtalo,4,3,2,4,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45,952
8266783,115,old,oldRenov,vake,4,2,1,3,6,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,24653,1087
8821860,114,new,white,didDigomi,4,3,2,6,8,8,0,6,0,1,1,0,0,0,0,0,1,0,0,0,0,277,550
8955281,114,new,newRenov,didDigomi,4,3,1,3,4,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,44,570
8955609,114,new,white,saburtalo,4,3,2,4,7,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,25,947
8792889,114,old,newRenov,saburtalo,4,2,1,4,9,0,15,15,1,1,1,1,1,1,0,1,1,0,1,1,0,259,965
8746819,112,old,oldRenov,temqa,4,3,2,9,14,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,608,446
8955587,112,new,newRenov,didDigomi,4,3,2,13,15,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,18,509
8898195,112,new,white,varketili,4,3,2,5,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,116,587
8753479,112,new,newRenov,saburtalo,4,3,2,2,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,356,893
8952046,111,new,white,didDigomi,4,3,2,7,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145,550
8947447,111,new,newRenov,didube,4,0,2,10,11,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,200,741
8850521,111,new,newRenov,saburtalo,4,2,1,11,17,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,451,851
8495413,111,old,oldRenov,sololaki,4,3,1,2,3,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,717,1650
8958975,110,old,newRenov,varketili,4,3,2,8,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,7,500
8943590,110,old,oldRenov,muxiani,4,3,2,9,9,15,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,82,500
8936490,110,old,oldRenov,saburtalo,4,2,1,7,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,77,500
8932350,110,old,oldRenov,didDigomi,4,3,2,9,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,72,500
8650589,110,old,newRenov,isani,4,2,2,9,16,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,878,500
8958416,110,old,oldRenov,muxiani,4,3,2,6,9,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,26,545
8905516,110,new,white,didDigomi,4,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,134,580
8931357,110,new,white,didDigomi,4,2,2,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,582
8941264,110,old,oldRenov,muxiani,4,3,1,3,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,100,591
8929691,110,old,newRenov,isani,4,2,2,5,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,81,591
8953741,110,new,newRenov,varketili,4,3,1,8,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,650
8927477,110,new,newRenov,didDigomi,4,3,1,7,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,87,727
8924277,110,new,newRenov,didDigomi,4,3,1,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,59,727
8958664,110,old,oldRenov,saburtalo,4,2,1,2,9,10,0,10,1,0,1,1,1,1,0,0,0,0,1,0,0,16,745
8695035,110,old,newRenov,chugureti,4,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,565,751
8865199,110,old,newRenov,vaja,4,2,2,1,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,173,764
8953328,110,old,newRenov,saburtalo,4,2,2,2,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,27,773
8945726,110,old,newRenov,saburtalo,4,3,1,6,6,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,71,818
8930275,110,old,oldRenov,saburtalo,4,3,1,6,6,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,93,818
8762622,110,old,oldRenov,saburtalo,4,3,1,4,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,218,818
8495133,110,new,newRenov,saburtalo,4,2,1,14,14,0,22,0,1,1,1,1,1,1,1,1,1,0,0,1,1,5276,882
8857316,110,new,newRenov,saburtalo,4,3,2,10,16,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,410,909
8958717,110,old,newRenov,saburtalo,4,2,1,3,5,12,0,20,1,1,1,1,1,1,0,1,0,0,0,1,1,33,945
8612288,110,new,newRenov,didube,4,3,1,9,10,5,20,0,1,1,1,1,1,1,0,1,1,0,1,0,0,632,955
8924151,110,new,newRenov,digmisMas,4,3,1,13,15,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,79,1099
8638266,110,new,newRenov,saburtalo,4,3,1,15,19,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,730,1211
8555876,110,new,oldRenov,chugureti,4,3,1,9,11,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,622,1818
8941334,109,new,black,didDigomi,4,2,2,5,16,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,34,498
8860654,109,new,oldRenov,saburtalo,4,2,2,6,7,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,464,672
8934608,109,new,white,nadzaladevi,4,3,1,3,8,6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,46,738
8932253,108,old,newRenov,didube,4,3,1,5,6,10,0,11,1,0,1,1,1,0,0,1,0,0,0,1,0,408,509
8651643,108,old,oldRenov,didube,4,3,1,2,3,8,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,605,692
8937448,108,old,newRenov,saburtalo,4,3,1,8,16,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,130,951
8953091,108,new,newRenov,saburtalo,4,3,1,10,22,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,41,1389
8932722,106,old,oldRenov,gldani,4,3,3,7,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,98,481
8938141,106,old,oldRenov,saburtalo,4,2,1,4,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,66,660
8727890,106,old,oldRenov,saburtalo,4,2,1,4,8,5,12,0,0,1,1,1,1,1,0,0,1,0,1,1,1,500,697
8717469,106,new,newRenov,vake,4,2,1,6,10,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,980,1019
8941390,105,old,oldRenov,varketili,4,3,1,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,427
8838242,105,old,oldRenov,didDigomi,4,3,3,2,9,4,0,15,1,1,1,1,1,1,0,0,1,0,0,1,0,482,429
8901385,105,old,newRenov,didDigomi,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,287,552
8955960,105,new,newRenov,varketili,4,3,2,7,10,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,48,624
8918932,105,new,white,saburtalo,4,3,1,4,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,285,672
8174002,105,old,newRenov,digmisMas,4,3,1,2,8,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1556,781
8951227,105,old,newRenov,sololaki,4,3,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,38,857
8086807,105,new,newRenov,saburtalo,4,3,1,9,15,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1449,1114
8923826,105,new,newRenov,saburtalo,4,2,1,2,6,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,69,1143
8893886,105,new,newRenov,saburtalo,4,2,1,2,6,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,282,1143
8785275,103,new,newRenov,saburtalo,4,1,1,1,11,4,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1380,558
8813270,103,old,oldRenov,saburtalo,4,3,1,3,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,259,932
8941068,102,old,oldRenov,nadzaladevi,4,2,1,5,15,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,97,510
8943432,101,new,newRenov,digmisMas,4,3,1,3,12,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,70,842
8711661,101,old,oldRenov,vake,4,0,1,2,10,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,848,880
8929402,100,old,oldRenov,temqa,4,3,2,9,9,0,0,12,1,0,1,1,1,1,0,0,1,0,1,1,0,87,418
8621540,100,old,oldRenov,gldani,4,3,1,1,9,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1029,440
8950892,100,old,oldRenov,temqa,4,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,480
8927098,100,old,oldRenov,temqa,4,3,2,6,9,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,91,500
8899280,100,old,oldRenov,samgori,4,3,1,8,9,10,0,15,0,1,1,1,1,0,0,0,1,0,1,0,0,291,500
8863781,100,old,oldRenov,sandzona,4,3,1,13,14,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,215,550
8924711,100,old,newRenov,gldani,4,3,3,1,9,0,0,18,1,1,1,1,1,1,0,0,0,0,1,1,0,83,560
8714944,100,new,newRenov,didDigomi,4,3,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,434,570
8784353,100,old,newRenov,vazisubani,4,3,2,8,9,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,249,594
8794155,100,old,oldRenov,vaja,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,300,635
8906863,100,old,oldRenov,didDigomi,4,0,2,3,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,74,670
8851707,100,new,oldRenov,didDigomi,4,3,1,5,14,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,214,700
8954968,100,old,newRenov,didube,4,3,1,2,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,39,750
8951061,100,new,newRenov,didDigomi,4,3,1,5,5,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,50,770
8300055,100,old,oldRenov,chugureti,4,2,1,1,2,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1858,880
8957158,100,old,newRenov,isani,4,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,900
8950389,100,new,newRenov,digmisMas,4,2,2,4,17,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,43,980
8929719,100,old,newRenov,saburtalo,4,2,1,3,4,5,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,77,1050
6049531,99,old,newRenov,gldani,4,2,2,7,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,21694,622
8934986,99,new,newRenov,digmisMas,4,3,2,6,9,11,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,58,1005
8879392,98,old,oldRenov,isani,4,3,1,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,466,612
8940505,98,old,newRenov,samgori,4,3,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,162,663
8947163,98,old,oldRenov,mtawminda,4,2,2,2,3,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,73,1204
8932820,97,old,newRenov,sololaki,4,2,1,2,3,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,165,1134
8916444,96,new,newRenov,isani,4,3,1,8,11,4,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,295,1042
8659538,95,old,oldRenov,vazisubani,4,3,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,495
8958236,95,old,oldRenov,chugureti,4,3,1,3,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,16,705
8939616,95,old,oldRenov,saburtalo,4,2,1,3,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,57,845
8945107,94,old,oldRenov,isani,4,3,2,2,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,74,532
8954391,94,new,newRenov,vazisubani,4,3,1,3,17,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,27,745
8953204,94,new,newRenov,vazisubani,4,3,1,3,17,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,20,745
8924703,94,new,newRenov,vazisubani,4,3,1,3,17,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,68,745
8937224,94,old,oldRenov,saburtalo,4,3,3,2,9,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,55,851
8909635,94,new,newRenov,digmisMas,4,3,1,6,7,14,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,131,1064
8944943,94,new,newRenov,saburtalo,4,3,1,4,14,15,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,55,1596
8946560,93,old,oldRenov,digmisMas,4,2,1,6,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,45,570
8563836,93,new,newRenov,didDigomi,4,3,1,6,8,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,955,731
8936576,93,new,newRenov,gldani,4,3,1,5,10,23,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,73,796
8547745,92,new,white,didDigomi,4,3,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,411
8910494,92,new,black,saburtalo,4,2,1,2,15,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,268,707
8947182,92,old,oldRenov,vake,4,3,1,2,3,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,30,1413
8541129,91,old,oldRenov,chugureti,4,3,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,792,604
8951012,90,old,oldRenov,gldani,4,3,2,4,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,66,433
8889186,90,old,oldRenov,varketili,4,3,3,2,9,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,161,500
7966116,90,new,black,didDigomi,4,3,1,5,7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3012,530
8950882,90,old,newRenov,saburtalo,4,3,1,1,8,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,47,689
