	Area	Rooms	Bedrooms	Bathrooms	Floor	Floors	Balcony	Veranda	Loggia	Heating	Parking	Storeroom	Hot	Gas	Internet	Fireplace	Furniture	Passenger	Service	Telephone	Television	Conditioner	St_new	St_old	Co_black	Co_newRenov	Co_oldRenov	Co_white	Di_didiDigomi	Di_digmisMas	Di_gldani	Di_saburtalo	Di_vake	Di_varketili
380	48	2	1	1	8	8	3	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0
381	50	2	0	3	5	6	2	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
382	100	4	2	1	6	6	3	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
383	47	2	1	1	12	16	0	0	15	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
384	67	3	2	1	1	10	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
385	38	2	1	2	3	5	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
386	62	2	1	1	6	8	4	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
387	67	2	2	2	2	9	0	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
388	60	2	1	1	2	9	0	0	10	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
389	90	3	2	2	3	9	3	0	15	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
390	104	4	3	2	7	9	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
391	75	3	2	2	7	9	2	0	4	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
392	78	3	2	2	2	9	3	0	12	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
393	80	3	2	1	9	9	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
394	76	3	2	2	8	9	0	0	10	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
395	85	3	2	2	13	16	0	0	14	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
396	50	1	1	1	3	16	0	0	7	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0
397	120	4	2	2	6	9	6	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
398	120	4	2	1	9	9	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
399	85	3	2	1	1	8	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
400	75	3	2	1	7	9	3	0	15	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0
401	74	2	1	2	5	9	4	0	10	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0
402	67	2	1	1	7	16	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0
403	115	3	3	3	7	9	3	0	12	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0
404	130	4	2	1	3	9	12	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0
405	85	2	1	1	13	13	4	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0
406	130	4	2	1	10	10	4	50	80	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
407	102	4	2	2	15	16	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0
408	100	3	2	1	5	15	7	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0
409	26	1	0	1	13	16	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
410	47	2	1	1	14	14	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
411	70	2	0	2	6	14	15	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
412	63	3	1	1	2	5	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
413	110	4	3	1	2	9	10	0	14	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
414	75	3	2	1	5	5	0	0	10	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0
415	93	4	2	1	6	8	4	4	13	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
416	89	3	1	1	2	8	5	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
417	45	2	1	1	3	8	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0
418	115	4	2	1	3	6	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0
419	102	4	2	1	2	10	7	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0
420	91	5	3	2	4	8	2	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0
421	198	5	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
422	125	4	2	1	2	5	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0
423	160	6	3	3	6	9	4	20	30	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0
424	150	4	3	2	4	9	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0
425	55	2	1	1	1	7	3	0	3	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0
426	200	4	3	2	6	6	21	20	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0
427	132	4	2	2	3	9	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
428	55	1	1	1	4	9	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0
429	182	5	4	2	3	9	20	0	30	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0
430	33	2	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
431	93	3	2	1	8	8	5	0	10	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0
432	140	4	2	1	3	6	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0
433	37	1	1	1	3	9	0	0	25	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1
434	65	3	2	2	4	16	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1
435	65	2	2	1	7	9	0	0	15	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
436	71	3	2	1	4	9	5	0	10	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1
437	72	3	2	1	5	9	7	0	6	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1
438	50	1	1	1	8	9	6	0	9	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1
439	102	3	0	2	2	8	0	0	10	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
440	70	2	1	1	7	9	0	0	12	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
441	74	3	2	1	6	8	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1
442	73	2	1	3	2	9	7	7	14	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1
443	60	1	2	2	1	9	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
444	52	2	1	1	4	4	7	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1
445	62	3	2	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
446	62	3	1	2	3	8	4	4	15	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1
447	65	3	2	1	4	4	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
448	50	2	1	2	9	9	3	0	4	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1
449	90	4	3	1	9	9	3	0	10	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1
450	87	3	2	1	1	5	0	0	16	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1
451	105	3	2	1	1	4	6	0	25	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
452	42	2	1	1	4	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
453	76	2	1	2	4	4	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
454	93	4	3	1	4	5	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
455	160	4	3	2	5	9	8	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
456	160	7	5	2	3	10	4	10	28	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
457	100	4	2	2	1	9	7	0	8	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
458	140	4	3	2	4	9	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
459	75	3	2	1	3	4	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
460	50	2	1	1	5	14	3	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
461	33	1	1	1	1	6	0	0	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
462	80	3	2	2	8	8	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
463	35	1	1	1	5	5	4	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
464	34	1	1	1	4	6	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
465	80	3	2	1	6	8	7	0	15	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
466	120	3	2	3	4	8	11	9	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0
467	80	3	2	1	2	8	5	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0
468	73	3	2	2	16	16	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
469	110	4	3	1	4	9	10	0	30	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
470	70	2	2	1	2	5	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0
471	130	5	4	2	1	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
472	250	7	4	2	5	5	17	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
473	250	7	4	2	5	5	17	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
474	62	2	1	1	4	15	4	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
475	97	3	2	1	3	5	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
476	100	3	2	1	6	8	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
477	60	2	1	1	8	8	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
478	157	5	3	3	5	5	7	0	11	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
479	80	3	2	1	6	6	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
480	350	8	4	2	6	7	30	0	9	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
481	52	2	1	1	16	16	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
482	119	5	3	2	6	8	10	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
483	67	2	1	1	2	5	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
484	92	3	2	1	3	9	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
485	187	4	3	2	5	5	10	38	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
486	80	3	1	2	7	14	8	10	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
487	100	3	2	1	6	14	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
488	35	2	1	1	1	5	5	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
489	130	4	3	2	7	8	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
490	324	5	0	2	6	7	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
491	60	3	2	1	8	9	7	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
492	130	5	3	2	4	12	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
493	54	3	2	1	6	10	4	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
494	47	3	2	1	8	14	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
495	54	2	1	1	3	8	7	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
496	53	2	0	1	9	10	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
497	80	3	2	1	8	20	8	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
498	80	3	2	1	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
499	45	2	1	1	7	14	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
500	62	3	2	1	6	11	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
501	56	2	1	2	3	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
502	84	3	2	1	12	13	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
503	56	2	1	1	3	11	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
504	90	4	2	1	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
505	88	3	2	1	7	9	8	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0
506	36	2	1	1	2	8	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
507	40	2	1	1	14	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
508	49	2	1	2	9	15	5	5	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
509	69	3	2	2	13	15	5	5	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
510	155	4	3	2	10	11	11	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
511	155	4	3	2	10	11	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
512	164	4	3	2	4	6	15	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
513	170	5	3	3	4	12	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
514	130	4	3	3	7	20	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
515	80	3	2	1	7	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
516	85	3	2	1	4	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
517	197	5	3	1	3	12	5	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
518	49	3	2	1	5	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
519	58	3	2	1	3	5	4	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
520	64	2	1	1	11	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
521	128	3	0	2	3	7	8	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0
522	96	4	3	2	12	22	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0
523	132	4	0	2	6	10	8	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
524	108	3	2	2	19	25	5	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
525	60	4	3	2	14	14	4	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
526	50	2	1	1	3	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
527	49	2	1	1	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
528	91	3	0	1	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
529	89	2	1	2	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
530	79	3	2	1	4	16	9	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
531	150	5	3	2	4	18	9	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
532	90	3	2	2	6	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
533	250	5	4	2	9	14	6	85	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
534	97	3	2	1	4	12	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
535	180	6	5	3	14	14	8	34	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
536	91	2	1	1	0	4	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
537	360	6	5	1	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
538	130	5	3	1	7	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
539	126	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
540	174	5	3	2	7	10	7	10	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
