Status,Condition,District,Area,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
ახალი აშენებული,შავი კარკასი,დიდი დიღომი,51,2,1,1,10,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490
ახალი აშენებული,შავი კარკასი,დიდი დიღომი,144,4,3,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467
ახალი აშენებული,შავი კარკასი,დიდი დიღომი,68,3,2,1,4,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,432
ახალი აშენებული,შავი კარკასი,დიდი დიღომი,108,4,2,2,12,16,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,426
ახალი აშენებული,შავი კარკასი,დიდი დიღომი,72,3,0,2,5,12,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,414
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,74,2,1,2,5,9,4,0,10,1,0,1,1,1,1,0,1,1,0,1,1,0,622
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,67,2,1,1,7,16,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,612
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,115,3,3,3,7,9,3,0,12,1,1,1,1,1,1,0,1,1,0,1,0,1,548
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,130,4,2,1,3,9,12,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,538
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,85,2,1,1,13,13,4,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,529
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,130,4,2,1,10,10,4,50,80,0,0,1,0,1,0,0,0,1,0,0,0,0,481
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,102,4,2,2,15,16,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,471
ძველი აშენებული,ძველი გარემონტებული,დიდი დიღომი,100,3,2,1,5,15,7,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,410
ახალი აშენებული,ძველი გარემონტებული,დიდი დიღომი,48,2,1,1,8,8,3,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,625
ძველი აშენებული,ახალი გარემონტებული,დიდუბე,50,2,1,1,2,2,3,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1000
ძველი აშენებული,ახალი გარემონტებული,დიდუბე,95,3,2,2,2,9,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,842
ძველი აშენებული,ახალი გარემონტებული,დიდუბე,68,2,1,1,2,5,6,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,779
ძველი აშენებული,ახალი გარემონტებული,დიდუბე,150,4,3,1,4,6,3,5,0,1,1,0,1,1,1,0,1,0,0,1,1,1,633
ძველი აშენებული,ახალი გარემონტებული,დიდუბე,105,5,0,1,3,8,2,14,15,1,1,1,1,1,1,0,0,0,0,1,1,1,619
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,51,2,1,1,12,15,5,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1273
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,79,3,2,1,10,15,10,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1087
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,50,2,1,1,11,12,2,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,986
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,71,3,2,1,3,18,8,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,958
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,58,2,1,1,7,15,5,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,940
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,74,3,2,1,7,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,926
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,60,2,1,1,10,16,3,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,917
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,111,3,2,1,14,16,11,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,901
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,75,3,2,1,2,12,5,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,900
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,138,5,3,1,3,10,9,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,900
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,51,2,1,1,3,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,900
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,44,2,1,1,5,9,4,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,866
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,131,4,3,2,4,9,7,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,858
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,96,3,2,1,12,12,10,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,833
ახალი აშენებული,ახალი გარემონტებული,დიდუბე,100,3,2,1,2,5,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,790
ახალი აშენებული,თეთრი კარკასი,დიდუბე,68,3,2,1,5,7,4,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,822
ახალი აშენებული,თეთრი კარკასი,დიდუბე,100,4,2,2,4,10,10,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,599
ახალი აშენებული,შავი კარკასი,დიდუბე,80,3,2,1,9,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,688
ახალი აშენებული,შავი კარკასი,დიდუბე,98,4,3,3,14,15,9,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,561
ახალი აშენებული,შავი კარკასი,დიდუბე,85,3,2,1,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,110,4,3,2,2,3,10,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1364
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,39,2,1,1,2,4,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,923
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,40,1,1,1,5,5,8,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,908
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,58,2,2,1,7,8,6,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,855
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,28,1,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,832
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,50,3,2,2,2,8,5,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,800
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,63,2,1,1,7,8,2,0,12,1,1,0,1,1,1,0,0,1,0,1,0,0,794
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,72,3,2,1,1,9,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,758
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,119,4,3,2,7,11,19,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,754
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,108,4,3,1,2,3,9,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,725
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,76,3,2,2,5,5,3,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,724
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,60,3,2,2,2,8,2,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,717
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,102,4,2,2,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,708
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,75,3,2,1,7,9,5,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,703
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,60,2,0,1,7,8,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,668
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,108,3,2,3,7,8,4,0,20,0,0,1,1,1,0,0,0,1,0,1,0,0,556
ძველი აშენებული,ძველი გარემონტებული,დიდუბე,70,2,1,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,514
ახალი აშენებული,ძველი გარემონტებული,დიდუბე,126,4,3,2,8,11,13,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,800
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,51,1,0,1,8,9,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1078
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,97,4,2,2,7,8,3,0,15,1,1,0,1,1,1,1,0,1,0,1,1,1,803
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,75,3,2,1,2,5,0,0,17,1,1,0,1,1,1,0,0,0,0,0,0,0,789
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,101,4,3,2,6,14,12,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,752
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,35,1,1,1,1,5,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,743
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,111,5,3,1,4,8,6,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,721
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,63,3,2,1,4,5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,683
ძველი აშენებული,ახალი გარემონტებული,დიღმის მასივი,64,2,1,1,6,6,0,20,0,1,0,0,1,1,1,0,1,0,0,0,0,1,597
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,95,4,3,2,8,11,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1300
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,46,2,1,1,6,9,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1100
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,145,4,3,2,15,17,4,4,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1034
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,78,3,2,1,13,17,5,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1032
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,91,3,2,1,10,11,10,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1000
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,100,3,2,1,12,12,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1000
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,120,4,120,3,9,15,7,7,0,1,1,1,1,1,1,0,0,1,1,0,1,0,958
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,23,2,1,1,0,12,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,909
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,142,4,3,2,2,12,15,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,890
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,100,3,2,1,10,12,5,0,7,1,1,1,1,1,1,0,0,1,1,1,1,1,867
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,73,3,2,1,5,12,4,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,863
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,73,3,2,1,5,12,4,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,863
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,60,3,2,1,2,10,5,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,817
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,130,4,3,3,13,13,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,808
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,72,3,2,1,2,10,5,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,722
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,72,3,2,1,2,10,5,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,694
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,64,2,1,1,6,6,0,20,0,1,0,0,1,1,0,0,1,0,0,0,0,1,597
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,78,5,4,1,3,6,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,590
ახალი აშენებული,ახალი გარემონტებული,დიღმის მასივი,78,5,4,2,3,6,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,577
ახალი აშენებული,თეთრი კარკასი,დიღმის მასივი,36,2,1,1,2,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,944
ახალი აშენებული,თეთრი კარკასი,დიღმის მასივი,40,2,1,1,14,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
ახალი აშენებული,თეთრი კარკასი,დიღმის მასივი,49,2,1,2,9,15,5,5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,751
ახალი აშენებული,თეთრი კარკასი,დიღმის მასივი,69,3,2,2,13,15,5,5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,700
ახალი აშენებული,შავი კარკასი,დიღმის მასივი,43,2,1,2,9,15,5,5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,751
ახალი აშენებული,შავი კარკასი,დიღმის მასივი,60,2,1,1,11,15,2,0,9,0,1,0,0,1,1,0,0,1,1,1,1,0,600
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,26,1,0,1,13,16,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,927
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,47,2,1,1,14,14,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,772
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,70,2,0,2,6,14,15,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,700
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,63,3,1,1,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,668
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,110,4,3,1,2,9,10,0,14,1,1,1,1,1,0,0,0,1,0,0,0,0,645
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,75,3,2,1,5,5,0,0,10,1,0,0,1,1,1,0,0,0,0,1,1,0,613
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,93,4,2,1,6,8,4,4,13,1,1,1,1,1,1,0,0,1,0,1,0,0,602
ძველი აშენებული,ძველი გარემონტებული,დიღმის მასივი,89,3,1,1,2,8,5,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,545
ახალი აშენებული,ძველი გარემონტებული,დიღმის მასივი,50,2,0,3,5,6,2,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,700
ახალი აშენებული,ძველი გარემონტებული,დიღმის მასივი,100,4,2,1,6,6,3,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,570
ძველი აშენებული,ახალი გარემონტებული,ვაზისუბანი,92,4,3,2,1,9,21,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,707
ძველი აშენებული,ახალი გარემონტებული,ვაზისუბანი,58,3,2,2,8,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,612
ძველი აშენებული,ახალი გარემონტებული,ვაზისუბანი,84,3,2,2,9,9,6,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,532
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,38,2,1,1,2,7,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,855
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,90,4,3,1,4,9,8,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,778
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,72,3,2,1,4,8,5,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,742
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,61,2,1,1,6,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,672
ახალი აშენებული,ახალი გარემონტებული,ვაზისუბანი,61,2,1,1,6,9,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,664
ახალი აშენებული,თეთრი კარკასი,ვაზისუბანი,83,3,2,1,1,12,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,500
ძველი აშენებული,ძველი გარემონტებული,ვაზისუბანი,80,4,2,2,8,9,2,0,10,1,1,0,1,1,1,0,0,1,0,0,0,0,563
ძველი აშენებული,ძველი გარემონტებული,ვაზისუბანი,80,4,2,2,8,9,2,0,10,1,1,0,1,1,1,0,0,1,0,0,0,0,563
ძველი აშენებული,ძველი გარემონტებული,ვაზისუბანი,74,3,2,1,3,16,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,541
ძველი აშენებული,ახალი გარემონტებული,ვაკე,135,4,2,2,3,7,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1481
ძველი აშენებული,ახალი გარემონტებული,ვაკე,60,2,1,1,2,5,2,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1463
ძველი აშენებული,ახალი გარემონტებული,ვაკე,130,4,3,2,5,12,7,0,40,1,0,0,1,1,1,0,0,1,1,0,1,0,1115
ძველი აშენებული,ახალი გარემონტებული,ვაკე,22,1,1,1,1,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1068
ძველი აშენებული,ახალი გარემონტებული,ვაკე,110,3,2,2,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1042
ძველი აშენებული,ახალი გარემონტებული,ვაკე,195,3,2,2,5,5,5,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1000
ძველი აშენებული,ახალი გარემონტებული,ვაკე,95,3,2,1,1,14,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,944
ძველი აშენებული,ახალი გარემონტებული,ვაკე,140,4,2,2,2,8,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,929
ძველი აშენებული,ახალი გარემონტებული,ვაკე,100,3,2,2,7,7,16,0,12,1,1,1,1,1,1,0,0,1,0,1,1,1,850
ახალი აშენებული,ახალი გარემონტებული,ვაკე,61,2,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502
ახალი აშენებული,ახალი გარემონტებული,ვაკე,127,3,2,2,3,10,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1417
ახალი აშენებული,ახალი გარემონტებული,ვაკე,109,3,2,1,11,17,0,27,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1337
ახალი აშენებული,ახალი გარემონტებული,ვაკე,71,2,1,1,6,24,16,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1330
ახალი აშენებული,ახალი გარემონტებული,ვაკე,91,2,1,1,9,10,6,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1319
ახალი აშენებული,ახალი გარემონტებული,ვაკე,102,3,2,3,5,13,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1300
ახალი აშენებული,ახალი გარემონტებული,ვაკე,125,3,2,1,2,6,5,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1300
ახალი აშენებული,ახალი გარემონტებული,ვაკე,100,3,2,1,10,14,6,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1290
ახალი აშენებული,ახალი გარემონტებული,ვაკე,153,3,2,2,2,7,0,40,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1176
ახალი აშენებული,ახალი გარემონტებული,ვაკე,135,4,3,1,12,13,5,12,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1148
ახალი აშენებული,ახალი გარემონტებული,ვაკე,155,5,3,2,7,8,18,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1146
ახალი აშენებული,ახალი გარემონტებული,ვაკე,88,3,2,1,7,15,12,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1136
ახალი აშენებული,ახალი გარემონტებული,ვაკე,70,2,1,1,2,13,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1134
ახალი აშენებული,ახალი გარემონტებული,ვაკე,115,3,2,2,3,11,15,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1130
ახალი აშენებული,ახალი გარემონტებული,ვაკე,98,3,2,1,5,10,8,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1112
ახალი აშენებული,ახალი გარემონტებული,ვაკე,75,3,2,1,7,9,7,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1107
ახალი აშენებული,ახალი გარემონტებული,ვაკე,67,3,2,1,3,8,7,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1075
ახალი აშენებული,ახალი გარემონტებული,ვაკე,127,4,3,2,2,9,8,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1068
ახალი აშენებული,ახალი გარემონტებული,ვაკე,106,4,2,1,6,10,5,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1037
ახალი აშენებული,ახალი გარემონტებული,ვაკე,108,3,2,1,6,11,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1019
ახალი აშენებული,ახალი გარემონტებული,ვაკე,70,2,1,1,6,12,14,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,971
ახალი აშენებული,ახალი გარემონტებული,ვაკე,45,2,1,1,3,10,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,967
ახალი აშენებული,ახალი გარემონტებული,ვაკე,75,2,1,3,3,6,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,955
ახალი აშენებული,ახალი გარემონტებული,ვაკე,90,3,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954
ახალი აშენებული,ახალი გარემონტებული,ვაკე,68,2,1,1,14,15,7,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,950
ახალი აშენებული,ახალი გარემონტებული,ვაკე,100,3,2,2,6,14,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,935
ახალი აშენებული,ახალი გარემონტებული,ვაკე,82,4,3,2,3,8,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,921
ახალი აშენებული,ახალი გარემონტებული,ვაკე,90,4,3,1,4,12,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,900
ახალი აშენებული,ახალი გარემონტებული,ვაკე,150,5,3,2,11,13,3,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,833
ახალი აშენებული,ახალი გარემონტებული,ვაკე,92,3,2,1,1,19,5,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,826
ახალი აშენებული,ახალი გარემონტებული,ვაკე,103,2,1,2,10,11,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,816
ახალი აშენებული,ახალი გარემონტებული,ვაკე,155,3,2,2,3,8,4,40,0,1,0,1,1,1,1,0,1,1,0,0,0,0,742
ახალი აშენებული,თეთრი კარკასი,ვაკე,155,4,3,2,10,11,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,993
ახალი აშენებული,თეთრი კარკასი,ვაკე,155,4,3,2,10,11,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,985
ახალი აშენებული,თეთრი კარკასი,ვაკე,164,4,3,2,4,6,15,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,928
ახალი აშენებული,თეთრი კარკასი,ვაკე,170,5,3,3,4,12,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,854
ახალი აშენებული,თეთრი კარკასი,ვაკე,130,4,3,3,7,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,800
ახალი აშენებული,თეთრი კარკასი,ვაკე,80,3,2,1,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
ახალი აშენებული,თეთრი კარკასი,ვაკე,85,3,2,1,4,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765
ახალი აშენებული,თეთრი კარკასი,ვაკე,197,5,3,1,3,12,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,660
ძველი აშენებული,ძველი გარემონტებული,ვაკე,45,2,1,1,3,8,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1333
ძველი აშენებული,ძველი გარემონტებული,ვაკე,115,4,2,1,3,6,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1130
ძველი აშენებული,ძველი გარემონტებული,ვაკე,102,4,2,1,2,10,7,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1049
ძველი აშენებული,ძველი გარემონტებული,ვაკე,91,5,3,2,4,8,2,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,901
ძველი აშენებული,ძველი გარემონტებული,ვაკე,198,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
ძველი აშენებული,ძველი გარემონტებული,ვაკე,125,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,880
ძველი აშენებული,ძველი გარემონტებული,ვაკე,160,6,3,3,6,9,4,20,30,1,0,1,1,1,1,0,0,1,0,1,1,1,869
ძველი აშენებული,ძველი გარემონტებული,ვაკე,150,4,3,2,4,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,847
ძველი აშენებული,ძველი გარემონტებული,ვაკე,55,2,1,1,1,7,3,0,3,1,1,1,1,1,1,0,0,1,0,0,1,0,818
ძველი აშენებული,ძველი გარემონტებული,ვაკე,200,4,3,2,6,6,21,20,0,1,1,1,1,1,1,1,0,0,0,1,1,1,802
ძველი აშენებული,ძველი გარემონტებული,ვაკე,132,4,2,2,3,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,783
ძველი აშენებული,ძველი გარემონტებული,ვაკე,55,1,1,1,4,9,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,782
ძველი აშენებული,ძველი გარემონტებული,ვაკე,182,5,4,2,3,9,20,0,30,1,0,1,1,1,1,1,0,0,0,1,1,0,769
ძველი აშენებული,ძველი გარემონტებული,ვაკე,33,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752
ძველი აშენებული,ძველი გარემონტებული,ვაკე,93,3,2,1,8,8,5,0,10,1,1,1,1,1,1,0,0,1,0,0,0,1,720
ძველი აშენებული,ძველი გარემონტებული,ვაკე,140,4,2,1,3,6,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,709
ახალი აშენებული,ძველი გარემონტებული,ვაკე,160,3,2,2,3,10,20,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,938
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),53,2,1,1,8,8,3,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1226
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),32,1,1,1,4,5,3,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1125
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),90,2,1,1,4,7,5,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1119
ძველი აშენებული,ახალი გარემონტებული,ვაჟა-ფშაველას კვარტლები  (I-VII),93,3,2,1,3,8,10,0,14,1,1,1,1,1,1,0,0,1,0,0,0,0,804
