ID,Status,Condition,District,Area,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,Views,PerSq,PREDICTION
8950960,old,oldRenov,saburtalo,44,1,0,1,7,12,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,134,841,884
8790703,new,newRenov,didDigomi,45,2,1,1,4,5,6,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,390,778,726
8949326,old,oldRenov,gldani,45,2,1,2,5,12,5,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,57,776,632
8959654,new,newRenov,varketili,45,2,1,1,7,9,5,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,4,996,855
8959120,new,white,didDigomi,45,2,1,2,2,15,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,37,689,713
8940449,old,newRenov,saburtalo,45,2,0,1,2,5,4,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,93,1131,981
8791554,old,oldRenov,digmisMas,45,2,1,1,16,16,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,945,711,708
8927348,new,newRenov,saburtalo,45,2,1,1,4,5,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,714,978,1045
8774685,new,newRenov,gldani,45,2,1,3,5,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,330,933,865
8944213,new,newRenov,varketili,45,2,1,2,2,9,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,208,533,634
8933634,old,oldRenov,gldani,45,1,1,2,8,16,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,70,667,613
8916397,new,newRenov,didDigomi,45,3,2,1,2,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1462,798,704
8913404,new,newRenov,varketili,45,2,1,1,6,9,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,725,556,680
8942717,new,newRenov,varketili,45,2,1,1,1,8,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,79,578,635
8926695,new,newRenov,didDigomi,45,2,1,1,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,68,622,646
8946344,new,newRenov,didDigomi,45,2,1,1,10,11,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,219,711,730
8834086,new,newRenov,didDigomi,45,2,1,1,8,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,474,756,768
8940421,new,newRenov,didube,45,2,1,1,6,14,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,194,778,904
8943355,new,newRenov,didDigomi,45,2,1,1,14,16,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,54,800,797
8959690,new,newRenov,gldani,45,2,1,1,14,15,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,840,765
8937190,new,newRenov,saburtalo,45,2,1,1,2,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,72,851,977
8932949,old,oldRenov,chugureti,45,2,1,1,4,5,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,80,956,967
8932910,old,oldRenov,chugureti,45,2,1,1,4,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,51,956,951
8802976,new,newRenov,saburtalo,45,2,1,1,10,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1482,1004,1073
8870794,new,newRenov,saburtalo,45,2,1,1,18,18,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,933,1204,1220
8955974,old,newRenov,saburtalo,45,2,1,1,4,7,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,18,1222,1057
8933476,old,newRenov,saburtalo,45,1,1,1,4,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,896,989,883
8927104,new,white,didDigomi,45,2,1,2,9,13,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,156,598,590
8927112,new,white,didDigomi,45,2,1,2,9,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,100,578,603
8902794,new,white,didDigomi,45,2,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,498,504
8625521,new,black,didDigomi,45,2,1,1,7,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1393,600,558
8546588,new,black,didDigomi,45,2,1,1,4,7,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,678,618,548
8916169,WIP,black,saburtalo,45,2,1,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,638,644
8949724,old,oldRenov,gldani,45,1,1,1,15,16,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,78,556,621
8909973,old,oldRenov,isani,45,2,0,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,444,539
8954933,new,newRenov,didDigomi,46,3,2,2,8,10,2,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,34,835,770
8950800,new,newRenov,didDigomi,46,3,2,2,8,10,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,26,835,785
8943474,new,newRenov,varketili,46,2,1,2,2,9,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,105,543,671
8938350,old,newRenov,sandzona,46,2,1,2,1,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,117,652,623
8642323,new,newRenov,muxiani,46,1,1,2,3,14,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1276,717,741
8954437,old,newRenov,temqa,46,2,1,1,4,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,68,609,536
8939579,new,newRenov,vazisubani,46,2,1,1,7,14,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,73,709,734
8932634,new,newRenov,vazisubani,46,2,1,1,7,14,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,85,709,731
8867947,new,newRenov,didDigomi,46,2,1,1,7,9,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,281,950,778
8934074,new,newRenov,saburtalo,46,2,1,1,5,10,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,139,1196,1180
8947851,old,oldRenov,vazisubani,46,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,117,500,415
8931587,new,newRenov,didube,46,2,1,1,8,13,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,238,815,884
8954353,new,newRenov,didube,46,2,1,1,5,9,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,74,696,819
8938238,new,newRenov,varketili,46,2,1,1,8,10,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,103,674,744
8951019,new,newRenov,samgori,46,2,1,1,6,12,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,124,696,771
8885293,new,newRenov,vaja,46,1,1,1,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,436,587,918
8928349,old,oldRenov,vake,47,3,1,1,10,14,3,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,85,715,1068
8958008,new,newRenov,didDigomi,47,2,1,1,10,12,3,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,50,670,702
8938899,old,oldRenov,muxiani,47,1,1,2,9,9,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,62,617,551
8948735,new,newRenov,samgori,47,2,1,1,6,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,171,745,696
8911196,new,newRenov,temqa,47,2,1,1,3,8,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,167,745,698
8940413,new,newRenov,didDigomi,47,2,1,1,6,10,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,40,798,757
8534644,new,newRenov,didDigomi,47,2,1,1,7,10,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1329,830,778
8947724,new,oldRenov,saburtalo,47,2,1,1,14,14,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,49,894,993
8926133,new,newRenov,saburtalo,47,2,1,1,15,15,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,59,1128,1163
8919340,new,newRenov,nadzaladevi,47,2,0,1,4,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,129,872,835
8919360,new,newRenov,nadzaladevi,47,2,0,1,4,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,63,915,850
8935247,new,newRenov,varketili,47,2,1,2,3,8,5,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,216,651,690
8859777,new,newRenov,isani,47,2,1,1,7,12,3,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,521,787,917
8870816,new,newRenov,didDigomi,47,2,1,1,3,13,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,466,738,761
8926230,new,newRenov,varketili,47,2,1,3,13,14,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,78,687,819
8927064,new,oldRenov,saburtalo,47,2,1,3,14,14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,86,874,1025
8949325,new,white,didDigomi,47,2,1,2,8,9,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,286,585,634
8676393,new,white,didDigomi,47,3,2,1,9,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,748,564,561
8898879,new,white,didDigomi,47,2,2,1,8,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,253,617,618
8936129,new,white,didDigomi,47,2,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,551,541
8951034,new,newRenov,samgori,47,2,1,1,6,12,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,114,681,752
8887986,new,newRenov,didDigomi,47,2,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,766,775
8851181,new,newRenov,gldani,47,2,1,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,809,755
8950746,old,newRenov,mtawminda,47,2,1,1,1,2,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,77,1489,1590
8935031,new,newRenov,didDigomi,47,2,0,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,702,715
8936634,new,newRenov,saburtalo,48,2,1,1,16,16,0,6,0,1,0,0,1,1,0,0,1,1,0,0,1,0,437,1125,1185
8711810,new,newRenov,didDigomi,48,2,1,1,9,9,7,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1073,708,738
8958091,new,newRenov,didDigomi,48,2,1,1,2,15,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,103,771,750
8765890,new,newRenov,didDigomi,48,2,1,1,10,11,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2768,669,675
8810840,new,newRenov,didube,48,2,1,1,2,13,3,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1679,958,923
8943651,new,newRenov,saburtalo,48,2,1,1,14,15,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,43,1113,1117
8915683,new,newRenov,saburtalo,48,2,1,1,2,11,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,2694,1260,1164
8940127,old,oldRenov,vera,48,2,1,2,1,4,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,79,802,952
8953333,new,white,didDigomi,48,2,1,1,8,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34,563,530
8900620,new,newRenov,varketili,48,2,1,1,8,12,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,722,573,659
8927318,new,white,didDigomi,48,2,1,1,14,15,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,198,625,647
8948691,new,newRenov,didDigomi,48,2,1,1,4,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,111,688,721
8825156,new,newRenov,didDigomi,48,2,1,1,9,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,486,708,706
8950679,new,newRenov,didDigomi,48,2,1,1,4,10,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,47,750,725
8945087,new,oldRenov,saburtalo,48,2,1,1,9,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,91,823,947
8948340,new,newRenov,digmisMas,48,2,1,1,5,11,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,54,1042,1024
8958609,new,newRenov,vaja,48,2,1,1,11,11,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,11,1146,1205
8862376,new,newRenov,gldani,48,2,1,2,13,14,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,204,694,754
8956417,new,black,didDigomi,48,2,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,521,446
8927371,new,white,varketili,48,2,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,635,555
8922621,old,oldRenov,nucubidze,48,2,1,1,17,17,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,145,646,760
8778438,new,newRenov,didDigomi,48,2,1,1,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,740,703
8941099,new,black,saburtalo,48,2,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,833,799
8906344,old,oldRenov,varketili,48,1,1,1,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,350,542,489
8802651,new,black,didDigomi,49,2,1,2,1,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,303,510,589
7823100,old,newRenov,saburtalo,49,2,1,2,11,11,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,43594,684,778
8950395,old,oldRenov,varketili,49,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,55,612,552
8955768,new,newRenov,didDigomi,49,2,1,1,7,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,124,708,684
8578381,old,newRenov,chugureti,49,2,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,982,714,875
8632637,new,newRenov,didDigomi,49,2,1,1,1,4,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1345,755,721
8905161,new,newRenov,didDigomi,49,2,1,1,3,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,351,822,782
8927799,new,newRenov,saburtalo,49,2,1,1,15,18,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,387,1112,1188
8914900,new,newRenov,vake,49,2,1,1,3,14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,195,2388,1811
8891764,new,newRenov,vashlidzvari,49,2,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,700,731
8784463,new,black,saburtalo,49,2,1,1,2,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1861,714,738
8959216,new,newRenov,digmisMas,50,2,1,1,3,15,6,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,17,900,989
8832088,new,white,didDigomi,50,2,1,1,7,8,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,413,560,572
8890329,new,newRenov,saburtalo,50,2,1,1,2,3,5,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,226,880,905
8948868,new,newRenov,didDigomi,50,2,1,1,9,8,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,62,670,683
8878707,new,newRenov,nadzaladevi,50,2,1,1,10,12,4,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,239,800,807
8876402,new,newRenov,saburtalo,50,2,1,1,2,12,3,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,844,1120,1097
8933373,old,oldRenov,didube,50,3,1,2,3,3,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,240,560,573
8927202,new,newRenov,varketili,50,2,1,2,3,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,80,860,806
8953452,old,oldRenov,chugureti,50,3,2,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,151,600,776
8868672,old,oldRenov,ortawala,50,3,2,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,350,672,680
8940231,old,newRenov,gldani,50,3,2,1,9,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,157,700,623
8959752,old,newRenov,saburtalo,50,3,2,1,4,6,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,900,902
8948829,new,newRenov,saburtalo,50,3,2,1,15,21,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,133,1322,1256
8906714,old,oldRenov,nucubidze,50,3,1,1,17,16,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,179,700,761
8868327,old,newRenov,didDigomi,50,3,1,1,8,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,456,720,648
8939810,old,newRenov,samgori,50,2,1,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,34,580,598
8944471,old,oldRenov,chugureti,50,2,1,1,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,117,640,830
8952280,new,newRenov,didDigomi,50,2,1,1,4,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,103,672,720
8372079,new,newRenov,didDigomi,50,2,1,1,8,13,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1890,790,773
8936897,new,newRenov,varketili,50,2,1,1,3,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,70,806,779
8775045,new,newRenov,gldani,50,2,1,1,8,10,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,327,840,767
8931556,new,newRenov,didDigomi,50,2,1,1,5,6,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,54,860,787
8872856,old,oldRenov,saburtalo,50,2,1,1,5,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,351,860,860
8659283,old,oldRenov,saburtalo,50,2,1,1,5,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1337,860,850
8900010,new,newRenov,varketili,50,2,1,1,7,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1030,900,783
8932400,new,newRenov,ortawala,50,2,1,1,1,7,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,100,926,905
8944855,new,newRenov,ortawala,50,2,1,1,1,7,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,66,942,933
8950407,new,newRenov,vake,50,2,1,1,3,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,44,1000,1151
8945856,new,newRenov,saburtalo,50,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,82,1000,1127
8893394,new,newRenov,saburtalo,50,2,1,1,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1496,1008,1053
8655370,new,newRenov,saburtalo,50,2,1,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1528,1060,1134
8743100,new,newRenov,saburtalo,50,2,1,1,2,4,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1364,1100,1104
8856757,new,newRenov,saburtalo,50,2,1,1,2,12,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,335,1120,1103
8844322,new,newRenov,saburtalo,50,2,1,1,16,17,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,660,1180,1194
8927559,new,newRenov,saburtalo,50,2,1,1,5,6,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,94,1286,1203
8955377,new,newRenov,vake,50,2,1,1,18,19,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,127,1380,1470
8945490,old,newRenov,sololaki,50,1,1,1,2,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,72,1600,1644
8900347,new,white,didDigomi,50,2,2,1,4,14,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,255,600,596
8940646,new,newRenov,didDigomi,50,2,1,1,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,700,697
8922854,old,oldRenov,chugureti,50,2,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,111,550,803
8772188,old,oldRenov,temqa,50,2,1,1,4,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1314,610,485
8776006,new,white,vake,50,2,1,1,7,8,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,687,1176,1166
8926664,new,white,vake,50,1,1,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,900,1079
8924292,old,newRenov,chugureti,50,3,0,1,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,101,820,997
8898980,old,oldRenov,mtawminda,50,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,1100,1328
8948348,new,newRenov,varketili,51,3,2,3,2,8,5,3,4,1,0,0,1,1,1,0,0,1,0,1,1,0,98,804,715
8932434,new,newRenov,saburtalo,51,2,1,1,12,14,6,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,71,1235,1173
8741466,new,newRenov,didube,51,2,1,1,3,15,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,462,900,887
8496422,new,newRenov,didube,51,2,1,1,3,15,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1108,900,876
8354698,new,newRenov,didube,51,2,1,1,3,15,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1530,900,869
8951188,new,newRenov,varketili,51,3,2,1,9,14,4,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,66,1282,974
8931862,old,newRenov,digmisMas,51,2,1,1,8,9,3,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,64,1059,884
8919008,new,newRenov,didDigomi,51,2,1,2,6,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,78,765,748
8940013,old,oldRenov,nucubidze,51,2,2,1,1,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,161,745,684
8954037,new,newRenov,didDigomi,51,2,1,1,5,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,30,696,714
8911934,new,newRenov,gldani,51,2,1,1,12,13,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,120,765,748
8945729,new,newRenov,ortawala,51,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,141,776,900
8958831,old,newRenov,vaja,51,2,1,1,7,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,7,908,937
8944459,new,newRenov,saburtalo,51,2,1,1,1,10,4,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,135,1086,1084
8941569,new,black,saburtalo,51,2,1,1,6,11,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,176,529,727
8689630,new,black,didDigomi,51,2,1,1,10,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2833,588,500
8951868,new,white,vazisubani,51,2,1,1,12,12,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,50,590,576
8840381,new,white,didDigomi,51,2,1,1,1,17,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,328,608,697
8940076,new,newRenov,didDigomi,51,2,1,1,9,11,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,224,671,689
8905578,new,newRenov,isani,51,2,1,1,6,12,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,510,686,825
8928867,new,white,nadzaladevi,51,2,1,1,11,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,85,725,708
8890143,new,white,vake,51,2,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,873,1050
8866501,new,newRenov,vazisubani,52,2,1,2,4,16,4,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,110,1085,899
8838703,new,newRenov,varketili,52,3,2,1,10,10,4,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,215,700,703
8945127,new,newRenov,didube,52,2,1,1,4,10,4,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,145,865,896
8846861,new,newRenov,saburtalo,52,2,1,1,2,8,4,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1082,981,1026
8951421,new,newRenov,didDigomi,52,3,2,1,3,8,3,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,239,638,670
8947488,new,newRenov,didDigomi,52,2,1,1,3,8,3,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,75,663,660
8851260,new,newRenov,saburtalo,52,2,1,1,19,24,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,647,962,1116
8949757,new,newRenov,didube,52,2,1,1,11,12,2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,111,940,935
8932696,new,newRenov,varketili,52,3,2,2,10,10,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,89,696,689
8881138,new,newRenov,didDigomi,52,3,2,1,6,6,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,291,712,713
8930348,new,newRenov,saburtalo,52,3,2,1,9,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,141,923,996
8935096,old,newRenov,nucubidze,52,3,2,1,14,16,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,65,962,876
8958080,old,oldRenov,saburtalo,52,3,1,1,2,8,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,7,1383,1040
8910016,old,newRenov,varketili,52,2,1,1,1,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,276,596,559
8933853,old,oldRenov,saburtalo,52,2,1,1,16,16,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,247,635,756
8956745,new,newRenov,didDigomi,52,2,1,1,4,10,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,57,652,688
8937697,new,newRenov,didDigomi,52,2,1,1,3,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,184,702,713
8957302,new,newRenov,didDigomi,52,2,1,1,6,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,769,739
8953096,new,newRenov,didube,52,2,1,1,4,10,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,62,865,852
8927870,new,newRenov,varketili,52,2,1,1,1,8,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,58,865,753
8925483,new,newRenov,samgori,52,2,1,1,7,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,50,885,825
8808256,new,newRenov,saburtalo,52,2,1,1,7,14,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1105,1019,1088
8945964,new,newRenov,ortawala,52,2,1,1,10,13,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,34,1058,1074
8130597,new,newRenov,saburtalo,52,2,1,1,6,13,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,3684,1146,1161
8943531,new,newRenov,saburtalo,52,2,1,1,11,18,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,27,1212,1278
8824914,old,oldRenov,gldani,52,1,1,1,4,9,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,709,558,543
8679553,new,newRenov,ortawala,52,2,1,1,1,10,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2322,731,807
8861862,new,black,didDigomi,52,2,2,1,3,7,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1848,454,477
8939476,WIP,black,saburtalo,52,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,523,548
8955959,new,white,vashlidzvari,52,2,1,1,5,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,600,589
